FBdate,FBnews,FBsource
05/25/12,Senior Management at UVMF Prepares to Pitch Some Big Ideas to Facebook,PMZ
05/24/12,The Securities Arbitration Law Firm of Klayman & Toskes Launches Investigation On Behalf of Facebook Investors Who Sustained Losses as a Result of Execution Errors In Their Fidelity Accounts,BW
05/24/12,"Shareholder Class Action Filed Against Facebook, Inc. by the Law Firm of Kessler Topaz Meltzer & Check, LLP",PRN
05/24/12,DJ pressetext.de: &34;Facebook wird nicht Ÿber Nacht zum Helden&34; - Marketing-Experte erkl_rt Facebooks verpatzten B_rsengang,DJPA
05/24/12,"Wolf Haldenstein Adler Freeman & Herz LLP Commences Class Action Lawsuit on Behalf of Investors in Facebook, Inc.",BW
05/24/12,"Berger & Montague, P.C. Sues Facebook",PRN
05/24/12,"The Zacks Analyst Blog Highlights: Accenture, salesforce.com, Facebook, IBM and Magna International",PRN
05/24/12,"Zacks Bull and Bear of the Day Highlights: Dean Foods, RadioShack, Facebook, NASDAQ OMX and Morgan Stanley",PRN
05/24/12,Girard Gibbs LLP Files Class Action Lawsuit Against Facebook,BW
05/24/12,DJ pressetext.de: Online-Dating: Facebook-Freunde kuppeln besser - Neue Generation von Angeboten setzt auf Social Media,DJPA
05/23/12,"Investor Alert: Former Louisiana Attorney General and Kahn Swick & Foti, LLC, Remind Investors with Large Financial Interests of Lead Plaintiff Deadline in Class Action Lawsuit Against Facebook, Inc.",BW
05/23/12,"Faruqi & Faruqi, LLP Encourages Investors Who Suffered Losses in Excess of $1 Million Investing in Facebook, Inc. to Contact the Firm",PRN
05/23/12,Girard Gibbs LLP Launches Facebook Legal Investigation,BW
05/23/12,"Morgan & Morgan Files Class Action Suit Against Facebook, Inc. and the Underwriters of the Company's Initial Public Offering (Nasdaq:FB)",PMZ
05/23/12,Facebook IPO now Subject of Facebook Lawsuit. Investors who Purchased Facebook Stock pursuant or traceable to the Facebook IPO are encouraged to Contact the Securities Fraud Attorneys at Gilman Law LLP,BW
05/23/12,"Hagens Berman Investigates Facebook Underwriter Revenue Selective Disclosure Ahead of IPO, Notifies Investors of Class Action",PRN
05/23/12,"Bernstein Liebhard LLP Announces That A Securities Class Action Has Been Filed Against Facebook, Inc.",PRN
05/23/12,"Securities Class Action Lawsuit Filed Against Facebook by Law Offices Bernard M. Gross, P.C. - FB",PMZ
05/23/12,Can Crowdfunding help you find the next Facebook?,CNW
05/23/12,"Robbins Geller Rudman & Dowd LLP Files Class Action Suit against Facebook, Inc.",BW
05/23/12,Lieff Cabraser Announces Facebook IPO Securities Class Action Lawsuit,BW
05/22/12,"Glancy Binkow & Goldberg LLP Files Class Action Lawsuit on Behalf of Investors against Facebook, Inc. and the Underwriters of the Company's Initial Public Offering",BW
05/22/12,"The Law Firm of Levi & Korsinsky, LLP Launches an Investigation into Possible Securities Laws Violations Relating to the Facebook Inc. Initial Public Offering",BW
05/22/12,"Daily Stocks Highlight by Insiderslab: Facebook, Apple, Intel, Marathon Oil, eBay, and Best Buy",PRN
05/22/12,DJ pressetext.de: Google und Co verweigern Zugriff auf Dateninterna - Fehlende Transparenz bei wissenschaftlichen Studien in der Kritik,DJPA
05/22/12,Engauge Boosts Technology and Developer Offerings Through Strategic Partnerships,BW
05/22/12,Wizzard Announces Facebook Integration for its Mobile Podcast Apps,BW
05/22/12,DJ IRW-PRESS: Facebook Inc.: www.GewinnerAktien.com Facebook: Auf was Anleger jetzt achten mŸssen! Attraktive GewinnerAktie in dieser Ausgabe,DJIR
05/22/12,DJ IRW-PRESS: Facebook Inc.: www.GewinnerAktien.com -2-,DJIR
05/21/12,"Law Firm Criden & Love, P.A. Announces Investigation of NASDAQ in Connection with Facebook IPO Trade Executions",PRN
05/21/12,Research Highlights Facebook Inc. and LinkedIn Corporation - 2012 Economic Outlook ,INW
05/21/12,PRIVATE WiFi Announces: Head to Facebook for 50% Off PRIVATE WiFi and a New iPad Giveaway,PRN
05/21/12,DJ pressetext.de: Facebook entfernt Trauer-Bild von sterbendem Kind - Mini-Shitstorm bringt Entschuldigung bei Mutter - Fehler eingestanden,DJPA
05/20/12,Skocik Chiropractic Invites Patients to Interact via Facebook,PMZ
05/18/12,Facebook Users File Consolidated Digital Privacy Class Action,PRN
05/18/12,"To Celebrate the Historic Facebook IPO, KAPITALL Generation Offers Free Live Trading for an Entire Week",PRN
05/18/12,Facebook Could Move to Capitalize on Search Advertising ,INW
05/18/12,"PennyStocksVIP.com's Report: SunPeaks Ventures (OTCBB: SNPK), Facebook Inc. (NASDAQ: FB), SEFE Inc. (OTCBB: SEFE), Domark Intl. (OTCBB: DOMK) ",INW
05/18/12,"SocialBooker(TM) ""Plus-U"" is Primed to Help Facebook Drive Value From Its Recent Instagram Acquisition",PMZ
05/18/12,DJ pressetext.de: Facebook zahlt fŸr jeden neuen Nutzer - Kosten der Infrastruktur k_nnen gef_hrlich werden,DJPA
05/18/12,"Facebook Founder and CEO, Mark Zuckerberg, to Ring The NASDAQ Stock Market Opening Bell Remotely From ""FB"" Headquarters in Menlo Park, California",PMZ
05/17/12,Top 3 Tips for Trading CFDs on Facebook Shares With City Index,PRNE
05/17/12,DJ pressetext.de: Facebook: Justizkrieg um GrŸndung entbrannt - Greenspan-Klage soll &34;wahre Geschichte&34; ans Licht bringen,DJPA
05/17/12,8 Securities Offers Free Facebook Shares worth $200USD for All New Customers,PRNA
05/17/12,Facebook Announces Pricing of Initial Public Offering,PRN
05/17/12,Facebook App Store Opens Door For Further Brand Monetisation Says Punch,BW
05/17/12,Will Facebook IPO Help Or Harm IPO Market?,PRN
05/17/12,Facebook: Flash In The Pan or A Real Money Maker?,PRNA
05/16/12,How to Trade Facebook Shares: Analysis from Joshua Raymond [City Index],PRNE
05/16/12,DJ pressetext.de: Google+ ist als soziales Netzwerk tot - Kaum User-Aktivit_t im Vergleich zur Konkurrenz,DJPA
05/16/12,Does Facebook Advertising Work? ,INW
05/16/12,"Facebook IPO: Peter Vogel, Co-Founder of Facebook Credits-Based Loyalty Program Plink, Available Industry Expert for Interviews ",INW
05/16/12,Will Facebook Shares Rise Following IPO launch?,PRN
05/15/12,Trading Facebook Share CFDs With City Index Australia,PRNE
05/15/12,Rep. Fattah Challenges Zuckerberg to be Public Spirited in IPO,PRN
05/15/12,Facebook Shares: Flash in the Pan or a Real Money Maker?,PRNE
05/15/12,Bennigan's Employee Honors Fallen Soldier With Facebook Memorial,PRN
05/15/12,New Socialbakers Data Proves Facebook Helps Big Brands Build Big Momentum in Emerging Markets,PRNE
05/15/12,"DJ pressetext.de: Smartphone-App empfiehlt stets passende Geschenke - &34;Karma&34; greift auf Facebook-Daten zu, um Geschmack zu treffen",DJPA
05/15/12,DJ pressetext.de: †berschwemmung mit Werbung vergrault Kunden - Mehrwert durch Inhalt und ausgewogener Medienmix als Rezept,DJPA
05/14/12,AP-CNBC Poll Examines Investor Sentiment Around The Upcoming Facebook IPO,PRN
05/13/12,DJ pressetext.de: Nextdoor bietet Nachbarschaftshilfe via Internet - Bereits 2.000 amerikanische Stadtgebiete auf Plattform vernetzt,DJPA
05/11/12,GiveAshare.com to Offer Facebook Stock for the 99 Percenters,BW
05/10/12,"Optimal, Inc. Launches Free Optimal Index to Track the Value of Facebook Brand Audiences ",INW
05/10/12,Google and Facebook Will Both be Front and Centre in 'Social Search',PRN
05/08/12,Boticca.com Releases Case Study on Pinterest vs. Facebook for Ecommerce,PRNE
05/07/12,Facebook anuncia una herramienta de registro de donantes de —rganos para salvar vidas,PRNL
05/07/12,"DJ pressetext.de: Socialmatic: Designer entwirft Instagram-Kamera - Touchscreen-Ger_t mit 3D-Filtern, Drucker und App-Support",DJPA
05/02/12,Did Facebook Delay its IPO Because of Research in Motion?,CNW
05/01/12,DJ pressetext.de: &34;Letterboxd&34;: Soziales Netzwerk fŸr Filmliebhaber - Online-Community lockt Cineasten mit umfangreichen Features,DJPA
04/30/12,Constant Contact and Facebook Small Business Experts Present Free Webinar on May 2: Facebook's Four Steps to Business Success,BW
04/30/12,DJ pressetext.de: Wirkung klassischer Stellenanzeigen verpufft - Soziale Netzwerke immer st_rker neue Spielwiese fŸr Headhunter,DJPA
04/27/12,DJ pressetext.de: Fu§ballfans bekommen Spiele bei Facebook zu sehen - Livesport.tv bringt 50 Kan_le ins soziale Netzwerk,DJPA
04/25/12,Facebook Partners With Sophos to Identify Potentially Malicious Posts ,INW
04/25/12,Eat24.com and Facebook Help Small Local Businesses,PRN
04/24/12,"Twitter Payment and Commerce Platform Chirpify Lands Financing From Voyager Capital, CEOs of HootSuite and BuddyTV, and Former Facebook Executive ",INW
04/23/12,HYFN Joins Facebook(R) Preferred Marketing Developer Program ,INW
04/23/12,Covington Advises Microsoft In Patent Agreement With Facebook,PRN
04/23/12,Developers Examine How to Become the Next Insta-Millionaire at the Open Mobile Summit,BW
04/22/12,DJ pressetext.de: Bullying-Feinde machen Schluss mit Rache-Pornos - Umstrittener Betreiber von IsAnyoneUp.com Ÿberl_sst Domain BullyVille,DJPA
04/20/12,Extole Selected as Facebook Preferred Marketing Developer (PMD) Based on Proven Ability to Build Facebook Apps,BW
04/20/12,LiveWorld Announces Its Acceptance into the Facebook ¨ Preferred Marketing Developer (PMD) Program in the Pages Category,BW
04/19/12,Brand Networks Now a Facebook Preferred Marketing Developer ,INW
04/19/12,Compass Labs' Intelligent Social Advertising Solution Recognized by Facebook and Joins Preferred Marketing Developer Program ,INW
04/19/12,BNOTIONS Named Facebook Preferred Marketing Developer,PMZ
04/18/12,UNIFIED Joins Facebook Preferred Marketing Developer Program ,INW
04/16/12,Former Facebook Policy Head Joins Application Developers Alliance,BW
04/16/12,Facebook Average CPM Rates Increase by 41% Since Q1 2011 New Study Shows,PRNE
04/16/12,DJ pressetext.de: Boobstagram: BrŸste sollen an Mamografie erinnern - Webseite sammelt Fotos bei Instagram - Expertin bezweifelt Sinn,DJPA
04/15/12,DJ pressetext.de: Wavii: Online-Zeitung als &34;Themen-Facebook&34; - Netzwerk generiert automatisch ma§geschneiderte Nachrichten,DJPA
04/13/12,"DJ pressetext.de: Social Media: Ein Tweet bringt 0,001 Dollar - Experten zweifeln Sinn einfacher Quantifizierungen an",DJPA
04/12/12,"King.com Sweetens Facebook With Launch of First Match-3 Game, Candy Crush Saga",PRN
04/10/12,What Facebook's Instagram Deal Means for the Market,PRN
04/04/12,DJ pressetext.de: Twitter h_lt Einzug in Schulunterricht - Medienp_dagoge: Elternabende Ÿber Social Media sinnvoll,DJPA
04/04/12,"Privacy Commissioner: Facebook shows improvement in some areas, but should be more proactive on privacy when introducing new features",CNW
04/03/12,DJ pressetext.de: Jede dritte Firma l_sst Social Media links liegen - Unternehmen setzen auf E-Mail- und Suchmaschinen-Marketing,DJPA
04/03/12,"DJ pressetext.de: M_nner auf Facebook provokant, Frauen emotional - Social Media schafft neue Gewohnheiten und Abh_ngigkeiten",DJPA
04/02/12,Facebook Credits-Based Loyalty Program Plink Raises Angel Investment ,INW
04/02/12,Facebook Alum Kevin Colleran Joins General Catalyst as Venture Partner,BW
03/29/12,Dentsu Announces Continuation of Agreement to Support Advertisers with Facebook¨ in Japan,BW
03/29/12,Class Action filed against Facebook in British Columbia alleging the website did not seek consent of members in using their names and images in 'Sponsored Stories',CNW
03/28/12,DJ pressetext.de: Soziale Netzwerke: Gr_§e bringt Probleme - Start-ups versuchen unter Motto &34;Masse statt Klasse&34; zu reŸssieren,DJPA
03/21/12,DJ pressetext.de: Unternehmen kennen sich nicht mit Facebook aus - M_glichkeiten zur Zwei-Wege-Kommunikation bleiben oft ungenutzt,DJPA
03/20/12,Social Media App Maker Sambreel Sues Facebook for Antitrust Violations ,INW
03/19/12,Social Media Apps Company Sambreel Files Antitrust Lawsuit Against Facebook,PRN
03/19/12,DJ pressetext.de: Narzissten haben viele Facebook-Freunde - Soziales Netzwerk bietet optimale BŸhne fŸr Selbstverliebtheit,DJPA
03/16/12,Facebook Pre-IPO Stock in Exchange for the Most Famous Estate in Silicon Valley,PRN
03/14/12,"Facebook and Twitter Merge Into 'Hudld,' the Free iPhone App That's Getting a Lot of Attention as 'The TweetDeck Alternative'",PRN
03/13/12,"DJ pressetext.de: Social Media: &34;Gekommen, um zu bleiben&34; - pressetext-Gespr_chsrunde auf der Swiss Online Marketing",DJPA
03/12/12,USHCC Applauds Inclusion of Minority-Owned Banks in Facebook IPO,PRN
03/08/12,DJ pressetext.de: Start-ups: ZŸrich und Wien im Aufwind - &34;Hidden Champions&34; dank Anstieg von IT-Erfolgsungernehmen,DJPA
03/02/12,"DJ pressetext.de: US-Au§enministerium finanziert Menschenjagd - Versuch, internationale Fahndungsarbeit zu crowdsourcen",DJPA
03/02/12,DJ pressetext.de: Mobilfunkbetreiber untergraben Netzneutralit_t - Bevorzugung gro§er Plattformen durch Gratis-Zugang,DJPA
02/29/12,DJ pressetext.de: Google+ braucht keine wiederkehrende Klientel - Konzern derzeit zufrieden mit pers_nlichen Infos aus Accounter_ffnung,DJPA
02/27/12,Bloomberg BNA Conference Brings International Intellectual Property Tax Planning to San Francisco,PRN
02/24/12,DJ pressetext.de: Social Sitter: Urlaubsvertretung fŸr Online-Ich - Kreativagentur-Scherz st_§t auf unerwartete Nachfrage,DJPA
02/22/12,DJ pressetext.de: Facebook plant neue Premium-Anzeigen - Feature zielt auf Freunde werbetreibender Fans ab,DJPA
02/22/12,Murphy PA Files Nationwide Class Action Lawsuit Against Facebook for Alleged Violations of Federal and State Privacy and Consumer Protection Laws,PRN
02/22/12,"DJ pressetext.de: SMS-Ums_tze: Milliardenverluste durch Gratis-Apps - Netzbetreibern gehen j_hrlich 16,5 Mrd. Euro pro Jahr durch die Lappen",DJPA
02/20/12,DJ pressetext.de: Facebook-L_den mit schwierigem Start - Gro§e Marken schlie§en Angebote - Werbeeinnahmen steigen trotzdem,DJPA
02/17/12,DJ pressetext.de: Mobiltelefone machen asozial - GefŸhl der Verbundenheit fŸhrt zu RŸckgang von Altruismus,DJPA
02/16/12,The Social Web Goes Public. What now?,PRN
02/16/12,"Facebook Timeline; What it Means for Candidates, Guardian Jobs Gives Advice and Tips",PRN
02/15/12,DJ pressetext.de: Google+: US-Nutzer bleiben nur zwei Minuten - Unerwartete Konkurrenten setzen ambitioniertem Netzwerk zu,DJPA
02/14/12,DJ pressetext.de: PrivacyScore bewertet Online-Datenschutz - Experte kritisiert mangelnden Bezug zur Praxis,DJPA
02/14/12,DJ pressetext.de: Start-ups wollen Daten als W_hrung einfŸhren - Erfolgsaussichten trotz RŸckenwind durch Facebook-B_rsengang gering,DJPA
02/13/12,Facebook Product Manager Paul Adams to Keynote at ad:tech San Francisco 2012 ,INW
02/13/12,DJ pressetext.de: Facebook will chinesische Mauer durchbrechen - Politische und wettbewerbsrechtliche HŸrden hindern Expansionspl_ne,DJPA
02/09/12,DJ pressetext.de: Luluvise verr_t romantisches Potenzial von M_nnern - Soziales Netzwerk fŸr Frauen: unerh_rter Umgang mit Daten von Dritten,DJPA
02/08/12,DJ pressetext.de: Jagd auf Nacktfotos und Kreditkarten via Facebook - US-BetrŸger legen Profile falscher Model-Agenturen an,DJPA
02/08/12,Facebook Usage During Work Hours Triples,PRN
02/07/12,DJ pressetext.de: Facebook _ndert Datenschutz-Richtlinie - Wiener Student erwirkt Zugest_ndnisse vom sozialen Netzwerk,DJPA
02/06/12,DJ pressetext.de: Online-Werbung trotz Preissteigerungen effizient - Google-Keywords in einigen Branchen schon unerschwinglich,DJPA
02/05/12,DJ pressetext.de: TV-Sender setzen auf interaktive Formate - Facebook-Generation soll vor TV-Schirme gelockt werden,DJPA
02/02/12,"DJ pressetext.de: Jeder Facebook-Nutzer bringt 3,3 Euro Umsatz - IPO hat Konsequenzen fŸr Investoren und Unternehmen",DJPA
02/02/12,DJ pressetext.de: Digital Natives: Medienumgang nicht angeboren - Begriff dient _lteren Menschen oft als Entschuldigung fŸr Faulheit,DJPA
02/02/12,FACEBOOK FANS - The Creative Group Survey: Facebook Preferred Social Network Among Creative Professionals,CNW
02/01/12,Will Patent Lawsuits Affect Facebook IPO?,PRN
01/31/12,Nanigans Closes 2011 with Explosive Growth,BW
01/25/12,The New York Times and Facebook Collaborate on Interactive Oscar Ballot Online Application,BW
01/25/12,Brand Networks Adds Beth Kribs-LaPierre as Director of Social Intelligence and Analytics ,INW
01/25/12,DJ pressetext.de: Papst lobt Web als &34;Forum fŸr Hilfesuchende&34; - ReizŸberflutung muss mit Stille und Besinnung begegnet werden,DJPA
01/23/12,DJ pressetext.de: Autokauf-Empfehlung: Google schl_gt Facebook - Entscheidungen werden vermehrt mithilfe von Suchmaschinen getroffen,DJPA
01/18/12,Payvment Adds Product Polls to Facebook Commerce Platform,BW
01/16/12,DJ pressetext.de: USA: Facebook ersetzt die Sonntagsfrage - Politico nutzt ausgewertete Postings als Stimmungsbarometer,DJPA
01/13/12,DJ pressetext.de: Facebook w_chst 2011 um 37 Prozent - †berschreiten der ein-Mrd.-Marke fŸr Sommer 2012 prognostiziert,DJPA
01/11/12,DJ pressetext.de: Junge Chinesen reisen zunehmend individueller - Gruppenreisen in dieser Generation nicht mehr angesagt,DJPA
01/10/12,DJ pressetext.de: Nutzung von Apps w_chst auf Kosten des Internets - Facebook sorgt fŸr RŸckgang der Online-Zeit,DJPA
01/10/12,"Payvment Hits One Million Monthly Active Shoppers, Adds Senior Talent",BW
01/10/12,New Facebook App: Daily Feng Shui Horoscope from FengShuiShopper.com,PRN
01/10/12,Organic Spread Media Changes Name to One Publicª to Focus on Facebook Marketing Products Exclusively,PRN
01/09/12,Omaha Steaks Launches New Ultimate Burger Experience Facebook App,PRN
01/08/12,DJ pressetext.de: Apps machen Facebook zur Job-B_rse - Trennung zwischen Privatleben und Beruf verschwimmt,DJPA
01/05/12,Wine Lovers Can Win Napa Excursion from Cellar Angels and 'OMG I need a glass of wine or I'm gonna sell my kids',PRN
12/22/11,DJ pressetext.de: Facebook: Neues Domizil bereitet Probleme - Panik vor Ÿberm_§igem Verkehr unter den Menlo-Park-Bewohnern,DJPA
12/22/11,DJ pressetext.de: Twitter-User immer trauriger - Studien untersuchen Stimmungen in sozialen Netzwerken,DJPA
12/21/11,DJ pressetext.de: Unternehmensseiten bei Google+ noch kein Erfolg - Zahl der Profile steigt rasant - Fans z_gern noch,DJPA
12/20/11,DJ pressetext.de: Facebook: BetrŸger geben sich als Amazon aus - Falsche Werbeangebote bereiten Unternehmen Kopfzerbrechen,DJPA
12/20/11,DJ pressetext.de: NGOs: Top-down-Kampagnen haben ausgedient - Social Media Convention 2012 zeigt Chancen fŸr Non-Profit-Unternehmen,DJPA
12/20/11,DJ pressetext.de: Markt ges_ttigt? Social Media im Mainstream - Angebote fŸr Unternehmenskommunikation 2.0 im Jahr 2012,DJPA
12/19/11,DJ pressetext.de: Saudi-Prinz schnappt sich Twitter-Anteil - Walid ibn Talal Al Saud investiert 300 Mio. Dollar,DJPA
12/14/11,DJ pressetext.de: Social-Media: Beeinflussung bringt Millionen - Crowdsourcing-Plattformen erm_glichen Manipulation im gro§en Stil,DJPA
12/14/11,DJ pressetext.de: Facebook bietet Hilfe bei Suizidgefahr - Urheber auff_lliger Postings erhalten Beratung per Chatfenster,DJPA
12/09/11,Facebook Users Can Now Watch TV and Movies Via FreeCast.com App,PRN
12/08/11,Latitude Express Successfully Launch New Interactive Facebook Shop for Beauty Client,INW
12/07/11,Nanigans Announces San Francisco Expansion,BW
12/07/11,DJ pressetext.de: PayPal zensiert Onlinehandel - Zusammenarbeit mit mehreren Kunden willkŸrlich aufgekŸndigt,DJPA
12/05/11,DJ pressetext.de: Facebook schnappt sich Gowalla - Mitarbeiter fŸr Weiterentwicklung von Timeline eingesetzt,DJPA
11/30/11,Elliottsweb.com Introduces Facebook App for Social Media Marketing ,INW
11/30/11,DJ pressetext.de: FŸhrungskr_fte haben keinen Bock auf Netzdialoge - Sieben von zehn Top-Managern pfeifen auf soziale Communitys,DJPA
11/30/11,DJ pressetext.de: &34;Manusha - Die kleine Romahexe&34; will ins Kino - Crowdfunding im Film - Magische Trailer-Kampagne fŸr neuen zauberhaften Kinderfilm gestartet,DJPA
11/29/11,Facebook's New Insights Highlight the Importance of Engaging Content Says Punch Communications,INW
11/28/11,DJ pressetext.de: EU-Kommission legt sich mit Facebook an - Neue Datenschutzregelung zwingt zu €nderungen am Gesch_ftsmodell,DJPA
11/25/11,DJ pressetext.de: Gratis-Dienste im Internet kosten Milliarden - Daten als W_hrung - Anbieter zahlen monatlich Millionen,DJPA
11/23/11,Facebook Adds SafetyPay as New Global Payment Option for Facebook Credits,PRN
11/23/11,DJ pressetext.de: Goldstar Management Services LP erweitert Gesch_ftsfeld in Deutschland,DJPA
11/22/11,DJ pressetext.de: Facebook entpuppt sich als H_ftlingskomplize - Gef_ngnisse k_mpfen mit Stalking Ÿber Schmuggel-Handys,DJPA
11/22/11,"Payvment Crowdsources Black Friday Deals Across Its 100,000+ Sellers on Facebook",BW
11/22/11,DJ pressetext.de: Open Graph: Zweiter FrŸhling fŸr alte Neuigkeiten - Facebook macht Geschichten aus den 90ern wieder popul_r,DJPA
11/21/11,"Facebook App ""SHARE THE PASSION"" Debut From Panasonic",BW
11/18/11,DJ pressetext.de: Facebook spannt User fŸr Werbezwecke ein - Neue Form der Reklame soll Wert des sozialen Netzwerks rechtfertigen,DJPA
11/18/11,lululemon athletica Appoints Emily White to Board of Directors,BW
11/17/11,DJ pressetext.de: Facebook und Co pr_gen moderne Beziehungen - US-Studie enthŸllt Einfluss neuer Kommunikationswege auf Romantik,DJPA
11/15/11,DJ pressetext.de: Salman Rushdie zwingt Facebook in die Knie - WeltberŸhmter Autor darf KŸnstlernamen-Profil behalten,DJPA
11/13/11,DJ pressetext.de: Gesichtserkennung: DatenschŸtzer beunruhigt - Angriff auf Privatsph_re befŸrchtet - Facebook und Co im Visier,DJPA
11/10/11,Veracode Infographic Compares Google vs. Facebook on Privacy and Security,BW
11/09/11,DJ pressetext.de: Facebook l_scht Seiten mit Vergewaltigungswitzen - Globale Protestbewegung fordert verst_rkte Kontrollen,DJPA
11/09/11,ShareitUp.com Launches Social Coupon & Deals platform for Facebook Business Pages at ad:tech NY,BW
11/07/11,Nanigans Exceeds 80 Billion Facebook¨ Ad Impressions in Q3,BW
11/07/11,sneakpeeq Launches Out of Beta on Facebook,BW
11/04/11,DJ pressetext.de: Anonymous-Attacke auf Facebook steht bevor - Sicherheitsexperten zeigen sich kaum beunruhigt,DJPA
11/04/11,DJ pressetext.de: Kinder auf Facebook: Eltern meist Komplizen - Nach Geburtstags-Schummelei fehlt kompetente Begleitung,DJPA
11/03/11,Cogenra Solar to Install Hybrid Solar Technology at Facebook's New Headquarters,BW
10/31/11,"Ad Council, AOL, Facebook and Free to Be Foundation Unite for National Bullying Prevention Campaign",PRN
10/31/11,DJ pressetext.de: Facebook: Jeden Tag 600.000 geknackte Konten - Neue Sicherheitsroutinen sollen Abhilfe schaffen,DJPA
10/27/11,Red Hat Joins Facebook's Open Compute Project to Drive Datacenter Efficiency,BW
10/27/11,DJ pressetext.de: &34;Europas Datenschutz fŸr Facebook nur niedlich&34; - Jurastudent fŸr Kampf gegen intransparente Social Networks geehrt,DJPA
10/25/11,Kumon Celebrates Schoolteachers with Facebook Contest,BW
10/24/11,Vision Critical Introduces Sparq(TM) Facebook Connect,INW
10/23/11,DJ pressetext.de: Kodak versucht Comeback Ÿber Facebook - Soziales Netzwerk als Konkurrenz fŸr Flickr und Picasa,DJPA
10/19/11,DJ pressetext.de: Soziale Netze beeinflussen Krankheitsepidemien - Twitter-Meinungen stehen in direkter Verbindung zu Impfraten,DJPA
10/17/11,"Facebook Plaintiffs Seek to Consolidate Tracking Cookie Cases in California; Retain Professor of Law and Former Dean of Chicago-Kent College of Law, Henry H. Perritt, Jr., as Expert Advisor",PRN
10/14/11,DJ pressetext.de: Datenschutz: &34;Zuckerbergs SprŸche sind dumm!&34; - Wirtschaft und Staat wetteifern um pers_nliche Informationen der User,DJPA
10/12/11,"A $10,000 Dream Room Makeover Can Be Yours",BW
10/12/11,"Facebook¨, Adobe, Kenshoo, Outright and CIGNEX Datamatics Join X.commerce",BW
10/12/11,Fanpage Toolkit Introduces Application Suite That Lets Both Non-Techies and Developers Join the f-commerce Revolution,PRN
10/12/11,DJ pressetext.de: Zynga emanzipiert sich von Facebook - &34;Project Z&34; soll Zukunft der Firma sichern,DJPA
10/10/11,DJ pressetext.de: STARTUP WEEK hat sich ausgezahlt - Veranstaltung wird n_chstes Jahr ausgebaut,DJPA
10/06/11,Win an iPad 2 or a Year's Free Gym Membership With the New Klick Fitness Facebook App,INW
10/04/11,Personal Argentina and Gemalto Deploy SIM-based Facebook¨ Service,BW
10/04/11,Constant Contact and Appbistro Release New Facebook¨ App for Event Planners,BW
10/03/11,"Join Project Runway Finalist and AIU Alumnus, Rafael Cox, for live Facebook Chat October 11",BW
10/03/11,Facebook and Websense Partner to Protect Users from Malicious Links,PRN
10/03/11,Webtrends Releases First-of-Its-Kind Facebook Scoring System to Evaluate Performance of Posts ,INW
09/30/11,DJ pressetext.de: LŸge und Wahrheit verschmelzen im Cyberspace - Von Dick Cheneys Pavian zu Osama Bin Ladens UPS-Lieferungen,DJPA
09/29/11,Facebook Executive Katie Mitic Joins eBay Inc.'s Board of Directors,BW
09/27/11,DJ pressetext.de: Web 2.0: Teenies suchen Selbstfindung im Internet - Social Media haben positive Wirkung auf junge Generation,DJPA
09/26/11,Facebook f8 Changes Raise Five Serious Security and Privacy Concerns ,INW
09/26/11,DJ pressetext.de: Facebook beeinflusst das K_rpergewicht - Zu- und Abnahme wird vom sozialen Umfeld gepr_gt,DJPA
09/26/11,DJ pressetext.de: Hollywood: versp_teter Einzug ins Internet - Filmindustrie laboriert am vers_umten Webangebot,DJPA
09/23/11,DJ pressetext.de: Facebook immer gef_hrlicher fŸr Google - Analysten: Soziale Daten wertvoller als Suchanfragen,DJPA
09/22/11,The Washington Post Launches New Social Reader App on Facebook¨ at f8 Developer Conference,BW
09/22/11,Grockit Announces Facebook Integration to Make Studying More Social,BW
09/22/11,ScoreBig Integrates with Facebook¨ for Improved Discovery of Live Events,BW
09/22/11,Yahoo! Connects With Facebook: Adds Your Friends as Social Editors of Yahoo! News,BW
09/22/11,DJ pressetext.de: Automatisierter Datenklau per Social Engineering - FBPwn: Experte fordert bessere Schutzma§nahmen auf Facebook,DJPA
09/22/11,Wizzard Media's Libsyn Publishing Platform To Integrate With Facebook,BW
09/22/11,DJ pressetext.de: dmexco: Datenschutz irritiert digitale Wirtschaft - Personalisierte Services fŸr Branche keine Datenspionage,DJPA
09/21/11,DJ pressetext.de: Social Web: Sch_rfere Regeln fŸr Alkoholwerbung - Erweiterte Verhaltensvorschriften sollen Jugendschutz verbessern,DJPA
09/20/11,New F-Secure ShareSafe Application Protects Against Malicious Links on Facebook ,INW
09/20/11,"Wall Street Journal Launches ""WSJ Social"" App in Beta for Facebook",PMZ
09/19/11,Facebook and Time Warner Inc. Launch Stop Bullying: Speak Up App,BW
09/16/11,"Facebook's Dan Rose, the First Confirmed Keynote for Visionary Monday",PRN
09/16/11,DJ pressetext.de: Online-Privatsph_re von Kindern wird neu geregelt - US-Bundeshandelsbeh_rde verlangt Update nach zehn Jahren,DJPA
09/13/11,KIXEYE Launches War Commander Public Beta for Facebook,BW
09/13/11,Holland America Line Launches Alaska Cruise Sweepstakes on Facebook,CNW
09/13/11,Oodle launches Freecycling on Facebook to encourage Zero Waste,BW
09/12/11,Ooyala Announces Social TV for Facebook Platform,BW
09/12/11,DJ pressetext.de: Nielsen-Report: Silver Surfer erobern das Web - Internet-User Ÿber 55 Jahren treibende Kraft fŸr Social Networks,DJPA
