NKTRdate,NKTRnews,NKTRsource
06/17/08,"Mergent, Inc. Announces Quarterly Rebalancing of HealthShares(TM) Indexes",PRN
06/10/08,"ITH Acquires 100% Interest in the Terra and LMS Projects, Alaska from AngloGold Ashanti Exploration (U.S.A.) Inc.",INW
06/02/08,Nektar Announces Expanded Phase 2 Clinical Development Plan For NKTR-102 (PEG-irinotecan),PRN
06/02/08,"New Positive Data Announced for NKTR-102 (PEG-irinotecan), Highlights Promise of Nektar's Innovative Small Molecule PEG-Oncolytics",PRN
05/30/08,"Nektar to Webcast Presentation of Phase 1 Clinical Results for Lead Small Molecule PEG-Oncolytic Program, NKTR-102 (PEG-irinotecan)",PRN
05/27/08,Nektar Therapeutics(NKTR-US) Schedules NKTR-102 Phase 1 Trial Results Call for 2-June-2008 7:30 PM ET,FCSTEV
05/27/08,"ITH Expands Mayflower Deposit at North Bullfrog Project, Nevada",INW
05/22/08,Bharatt Chowrira Joins Nektar Therapeutics as Chief Operating Officer and Head of PEGylation Business Unit,PRN
05/19/08,Amikacin Inhale Shows Promising Results in Phase II Study,PRN
05/16/08,Significant Anti-Tumor Activity of NKTR-102 in Patients With Refractory Solid Tumors; Interim Data Published in ASCO 2008 Proceedings,PRN
05/13/08,"ITH Outlines Large Geophysical Anomalies Associated With High Copper-Gold-Silver Mineralization on BMP Project, Alaska",INW
05/12/08,"Nektar's PEGylation Technology Enables Peptide Mimetic, Highlighted by Data Presented at 45th ERA-EDTA Congress",PRN
05/12/08,"ITH Commences 42,000 Metre Resource Drilling Program at the Livengood Gold Project, Alaska",INW
05/07/08,Nektar Therapeutics Announces First Quarter 2008 Results,PRN
05/07/08,Nektar Receives Patent Covering Pulmonary Targeted Antibiotics,PRN
05/07/08,NKTR-118 Shows Substantial Oral Bioavailability and Extended Half-Life in Phase 1 Clinical Data Presented at American Pain Society Meeting,PRN
04/30/08,Nektar Therapeutics(NKTR-US) Schedules Q1 2008 Earnings Release for 7-May-2008 After Market Hours ET,FCSTEV
04/30/08,Nektar Therapeutics(NKTR-US) Schedules Q1 2008 Earnings Call for 7-May-2008 5:00 PM ET,FCSTEV
04/30/08,"Nektar to Announce Q1 2008 Financial Results on Wednesday, May 7, 2008, After Close of U.S.-Based Financial Markets",PRN
04/29/08,"ITH Intersects New Zone of Mineralization at its North Bullfrog Project, Nevada",INW
04/23/08,FDA Approval of Cimzia(R) for Crohn's Disease Represents Latest Milestone for Nektar's PEGylation Technology Platform,PRN
04/14/08,"BellwetherReport.com Initiates Analyst Coverage on CPHD, STSA, CYTR and NKTR",INW
04/14/08,ITH Discovers Bulk Tonnage Gold System in Nevada,INW
04/14/08,Additive Anti-Tumor Activity of NKTR-102 in Combination With Bevacizumab Highlighted in Positive Preclinical Data Presented at AACR Meeting,PRN
04/10/08,Nektar Therapeutics to Present Positive Data at Upcoming Medical and Scientific Meetings,PRN
04/09/08,"BellwetherReport.com Free Analyst Review for NKTR, MNKD, EPMD and AMGI",INW
04/09/08,"ITH Sells Interest in South Estelle Project, Alaska to Millrock Resources Inc.",INW
04/09/08,Nektar Terminates All Negotiations With Potential Partners for Inhaled Insulin; Increased Number of Lung Cancer Cases Observed in Ongoing Clinical Studies of Inhaled Insulin Patients,PRN
03/26/08,"ITH Acquires Strategic Base Metals Property Adjoining BMP Project, Alaska",INW
03/20/08,QED International Associates Announces Quarterly Rebalancing of HealthShares(TM) Indexes (As Revised),PRN
03/19/08,QED International Associates Announces Quarterly Rebalancing of HealthShares(TM) Indexes,PRN
02/27/08,Nektar Therapeutics Announces Fourth Quarter and Year-End 2007 Financial Results,PRN
02/21/08,"Nektar to Announce 2007 Year-End Financial Results on Wednesday, February 27, 2008, After Close of U.S.-Based Financial Markets",PRN
02/18/08,"ITH Reports Multi-Million Ounce Inferred Gold Resource at Livengood Project, Alaska",INW
02/13/08,"ITH Reports Initial Inferred Gold Resource at LMS Project, Alaska",INW
02/12/08,Nektar Therapeutics(NKTR-US) Schedules Q4 2007 Earnings Call for 27-February-2008 5:00 PM ET,FCSTEV
02/12/08,Nektar Therapeutics(NKTR-US) Schedules Q4 2007 Earnings Release for 27-February-2008,FCSTEV
02/12/08,Nektar Announces Restructuring to Complete Its Transition to a Therapeutics Drug Development Organization,PRN
02/12/08,"Nektar Appoints Hoyoung Huh, M.D., Ph.D., to Serve on the Company's Board of Directors",PRN
02/07/08,"ITH Reports Initial Inferred Resource at Terra Project, Alaska",INW
01/30/08,"Nektar Therapeutics(NKTR-US) Schedules Merrill Lynch Global Pharmaceutical, Biotechnology & Medical Device Conference for 5-February-2008 1:00 PM ET",FCSTEV
01/29/08,"Nektar Therapeutics' President and CEO, Howard W. Robin, to Present at Merrill Lynch 19th Global Pharmaceutical, Biotechnology & Medical Device Conference in New York City",PRN
01/29/08,ITH Outlines Planned US$11M Exploration Program For 2008,INW
01/16/08,ITH Grants Incentive Stock Options,INW
01/08/08,Nektar Therapeutics(NKTR-US) Schedules JP Morgan Chase & Co Healthcare Conference for 8-January-2008 4:30 PM ET,FCSTEV
01/08/08,"ITH Defines New Surface Gold Targets and Progresses Toward First Resource Calculation on LMS Project, Alaska",INW
01/08/08,Nektar Commences Phase 2 Clinical Development Program for NKTR-102 (PEG-Irinotecan) in Colorectal Cancer,PRN
01/08/08,Nektar Commences Phase 2 Trial of NKTR-118 (oral PEG-naloxol) Evaluating Efficacy and Safety as Treatment for Opioid-Induced Bowel Dysfunction,PRN
01/07/08,Baxter Announces Recombinant Factor IX Development Program For Hemophilia B,PRN
01/02/08,Nektar Therapeutics(NKTR-US) Schedules JP Morgan Chase & Co Healthcare Conference for 8-January-2008 7:30 PM ET,FCSTEV
01/02/08,Nektar Therapeutics' President and CEO Howard W. Robin to Present At JPMorgan 26th Annual Healthcare Conference,PRN
12/20/07,Nektar Announces Agreement With Baxter to Develop New PEGylated Therapeutics for Hemophilia,PRN
12/11/07,Nektar Promotes John Nicholson to Serve as Chief Financial Officer,PRN
12/10/07,"ITH Acquires High-Grade Gold Vein System Adjacent to Its North Bullfrog Project, Nevada",INW
11/29/07,"International Tower Hill Mines Ltd.: Trenching Intersects High-Grade Gold Veins on Coffee Dome Project, Alaska",INW
11/28/07,Nektar Therapeutics(NKTR-US) Schedules Bank of Montreal Focus on Healthcare Conference for 5-December-2007 10:30 AM ET,FCSTEV
11/28/07,Nektar Therapeutics to Present at 2007 BMO Capital Markets Focus on Healthcare Conference,PRN
11/27/07,ITH Expands SE Chisna Porphyry Copper-Gold Target,INW
11/16/07,ITH's Livengood Gold Deposit Continues to Grow; Step-Out Drilling Dramatically Expands Bulk Tonnage Potential,INW
11/15/07,ITH Discovers Gold Endowed Vein System at Painted Hills Project in Nevada,INW
11/14/07,Nektar's Leading PEGylation and Pulmonary Technology Platforms Featured at R&D Day in New York,PRN
11/13/07,Nektar Therapeutics(NKTR-US) Schedules R&D Day for 14-November-2007 12:00 PM ET,FCSTEV
11/13/07,Nektar Therapeutics to Webcast R&D Day on November 14th,PRN
11/13/07,Pfizer and Nektar Reach Agreement on Exubera(R),PRN
11/08/07,"ITH Expands Terra High-Grade Gold Project, Alaska",INW
11/07/07,Nektar Therapeutics Announces Third Quarter 2007 Financial Results,PRN
10/31/07,Nektar Therapeutics(NKTR-US) Schedules Q3 2007 Earnings Call for 7-November-2007 5:00 PM ET,FCSTEV
10/31/07,Nektar Therapeutics(NKTR-US) Schedules Q3 2007 Earnings Release for 7-November-2007 After Market Hours ET,FCSTEV
10/31/07,"Nektar to Announce Third Quarter 2007 Financial Results on Wednesday, November 7, 2007, After the Close of U.S. Financial Markets",PRN
10/25/07,NKTR-102 (PEG-Irinotecan) Demonstrates Significant Tumor Growth Inhibition In Multiple Preclinical Tumor Models,PRN
10/19/07,"Market Pulse Announces Its Hot Stock Alerts for Friday, October 19, 2007: PEP, DELL, ORCL, NKTR",INW
10/18/07,Nektar Therapeutics Issues Statement on Exubera,PRN
10/18/07,ITH Further Defines Mineralization at South Estelle,INW
10/10/07,Nektar Therapeutics(NKTR-US) Schedules AACR-NCI-EORTC International Conference for 25-October-2007 8:30 PM ET,FCSTEV
10/10/07,Tumor Growth Inhibition and Pharmacokinetic Profile of NKTR-102 (PEG-Irinotecan) in Multiple Solid Tumors To Be Presented at Upcoming AACR-NCI-EORTC International Conference,PRN
10/02/07,Nektar Therapeutics(NKTR-US) Schedules Biotechnology Industry Organization Investor Forum for 10-October-2007 1:15 PM ET,FCSTEV
10/02/07,Nektar Therapeutics President and CEO Howard Robin to Present at 2007 BIO InvestorForum,PRN
09/27/07,"ITH Continues to Significantly Expand Sediment Hosted Mineralization at Livengood Gold Deposit, Alaska",INW
09/27/07,NKTR-102 (PEG-Irinotecan) Demonstrates Significant Anti-Tumor Activity and Improved Pharmacokinetic Profile in Preclinical Studies Presented at ECCO,PRN
09/26/07,Positive Results for NKTR-118 (oral PEG-naloxol) Presented at American Academy of Pain Management Meeting,PRN
09/24/07,"ITH Reports Continued High-Grade Gold Intersections from Terra Project, Alaska",INW
09/18/07,"ITH Reports Initial Drilling Results at West Tanana Project, Central Alaska",INW
09/18/07,Nektar Therapeutics Creates New PEGylation and Pulmonary Research Units to Drive Innovative Technology-Based Product Pipeline,PRN
09/13/07,"ITH Begins Drilling on Painted Hills Project in Nevada, Early Encouraging Results",INW
09/13/07,Nektar Therapeutics(NKTR-US) Schedules UBS Global Life Sciences Conference for 26-September-2007 11:00 AM ET,FCSTEV
09/13/07,Nektar Therapeutics President and CEO Howard Robin to Present at 2007 UBS Global Life Sciences Conference,PRN
09/11/07,"ITH Discovers New Copper-Gold Porphyry System on Its Chisna Project, Alaska",INW
09/10/07,Nektar Presents Positive Results from Phase 1 Clinical Trial of NKTR-118 (oral PEG-naloxol) at American College of Clinical Pharmacology Meeting,PRN
09/06/07,Pearl Therapeutics Raises $15.5 Million in Private Financing,PRN
09/05/07,"ITH Reports Initial Drilling Results from its North Bullfrog Project, Nevada",INW
08/29/07,Nektar Therapeutics Appoints Lutz Lingnau as New Board Member,PRN
08/23/07,Nektar Therapeutics Appoints Tim Harkness as Chief Financial Officer,PRN
08/08/07,Nektar Therapeutics Announces Second Quarter 2007 Financial Results,PRN
08/06/07,Bayer HealthCare and Nektar Therapeutics Launch Global Development and Commercialization Agreement to Fight Gram-Negative Pneumonias,PRN
08/01/07,"ITH Discovers New Sediment Hosted High-Grade Gold Mineralization at Livengood Project, Alaska",INW
07/31/07,"ITH to Begin Trading on the AMEX on August 3, 2007",INW
07/26/07,Nektar Therapeutics(NKTR-US) Schedules European Cancer Conference for 27-September-2007 2:00 AM ET,FCSTEV
07/26/07,Anti-Tumor Activity and Pharmacokinetic Properties of NKTR-102 (PEG-irinotecan) to be Presented at Upcoming Oncology Meeting,PRN
07/26/07,First Peer-Reviewed Preclinical and Early Phase 1 Results for NKTR-118 (oral PEG-naloxol) to be Presented at Upcoming Pharmacology and Pain Management Meetings,PRN
07/25/07,Nektar Therapeutics(NKTR-US) Schedules Q2 2007 Earnings Release for 8-August-2007 After Market Hours ET,FCSTEV
07/25/07,Nektar Therapeutics(NKTR-US) Schedules Q2 2007 Earnings Call for 8-August-2007 5:00 PM ET,FCSTEV
07/25/07,"Nektar to Announce Second Quarter 2007 Financial Results on Wednesday, August 8, 2007, After the Close of U.S. Financial Markets",PRN
06/21/07,ITH Completes Airborne Survey at Chisna Cu-Au Project,INW
06/19/07,ITH Signs Option Agreement to Earn Interest in New High-Grade Alaskan Gold Project,INW
06/14/07,"ITH Expands New High Grade Gold Zones with Ongoing Drill Program at its Bulk Tonnage Livengood Project, Alaska",INW
06/12/07,"ITH Begins Drilling Programs at Terra and West Tanana Projects, Alaska",INW
06/06/07,Nektar Therapeutics(NKTR-US) Schedules Annual Shareholder Meeting for 7-June-2007 4:00 PM ET,FCSTEV
06/01/07,(OTC: TFZP) Introduces Automated Hydration Equipment for High Volume Perishable Shipping,INW
05/25/07,Nektar Therapeutics President and CEO Howard Robin to Present at Bank of America 2007 Health Care Conference,BW
05/24/07,Ronald Sheardown and Michael Bartlett Join Board of Directors,INW
05/24/07,Nektar Therapeutics(NKTR-US) Schedules PEGylation and Pulmonary Drug Development Update Call for 24-May-2007 9:00 AM ET,FCSTEV
05/23/07,CORRECTING and REPLACING Nektar Announces New Organizational Structure and Spending Reduction Initiatives to Solidify the Company's Leadership Position in PEGylation and Pulmonary Drug Development,BW
05/22/07,Nektar Therapeutics(NKTR-US) Schedules Banc of America Healthcare Conference for 31-May-2007 7:40 PM ET,FCSTEV
05/21/07,Nektar Threraputics Announces Phase 2a Clinical Results Regarding the use of NKTR-061 (Inhaled Amikacin) to Treat Gram-Negative Hospital-Acquired Pneumonia Presented at the Annual American Thoracic Society International Conference<>Pulmonary Antibiotics Platform for Ventilated Patients with Hospital Acquired Pneumonia. (Graphic: Business Wire),BW
05/17/07,Nektar Therapeutics(NKTR-US) Schedules American Thoracic Society International Conference for 21-May-2007 11:15 AM ET,FCSTEV
05/11/07,(OTC: GNLM) Announced Stock Split Record Date,INW
05/10/07,"ITH Closes $2,880,000 Non-Brokered Private Placement",INW
05/10/07,"ITH Closes $14,650,800 Brokered Private Placement",INW
05/09/07,Nektar Therapeutics Announces First Quarter 2007 Results,BW
05/09/07,Clinical Trial Data (Phase 2a) Regarding Inhaled Amikacin Will Be Presented at American Thoracic Society International Conference,BW
04/27/07,Nektar Therapeutics(NKTR-US) Schedules Morgan Stanley Global Healthcare Conference for 3-May-2007 1:30 PM ET,FCSTEV
04/27/07,Nektar Executives Participating In Upcoming Investor Conferences,BW
04/26/07,Nektar Therapeutics(NKTR-US) Schedules Q1 2007 Earnings Call for 9-May-2007 4:30 PM ET,FCSTEV
04/24/07,"Nektar to Announce First Quarter 2007 Financial Results On Wednesday, May 9, 2007, After the Close of U.S. Financial Markets",BW
04/19/07,Nektar Therapeutics(NKTR-US) Schedules Deutsche Bank Securities Health Care Conference for 2-May-2007 1:00 PM ET,FCSTEV
04/16/07,"International Tower Hill Mines Ltd. Increases Brokered Private Placement to $14,650,800",INW
04/12/07,ITH Announces the Beginning of Drilling at Livengood and Outlines USD7M North American Exploration Program for 2007,INW
04/11/07,"International Tower Hill Mines Ltd. Negotiates $2,880,000 Non-Brokered Private Placement",INW
04/10/07,"International Tower Hill Mines Ltd. Negotiates $9,600,000 Brokered Private Placement",INW
04/09/07,Innovative Pulmonary and PEGylation-Based Therapeutic Product Development Drives Business Strategy of Nektar Therapeutics,BW
04/05/07,Nektar Therapeutics(NKTR-US) Schedules CIBC Biotechnology & Specialty Pharmaceuticals Conference for 11-April-2007 11:30 AM ET,FCSTEV
04/04/07,CIBC World Markets Annual Biotechnology & Specialty Pharmaceuticals Conference to Webcast Nektar Corporate Presentation,BW
03/16/07,ITH Signs Option Agreements to Earn Interests in Two Gold Projects in Nevada,INW
03/13/07,Nektar Initiates Phase 1 Clinical Program Evaluating NKTR-102 (PEG-irinotecan) for Potential to Treat Patients with Refractory Solid Tumors,BW
03/13/07,"ITH Acquires Key Land Position on Its Coffee Dome Project, Alaska and Dramatically Expands Its Gold Soil Anomaly",INW
03/07/07,Nektar Therapeutics(NKTR-US) Schedules Lehman Global Healthcare Conference for 20-March-2007 1:30 PM ET,FCSTEV
03/07/07,Nektar Therapeutics(NKTR-US) Schedules Cowen and Company Health Care Conference for 13-March-2007 2:30 PM ET,FCSTEV
03/07/07,Nektar to Present at Cowen & Company and Lehman Brothers Conferences,BW
02/28/07,Nektar Announces Financial Results for the Year and Fourth Quarter 2006,BW
02/17/07,Nektar Therapeutics(NKTR-US) Schedules Q1 2007 Earnings Release for 9-May-2007 After Market Hours ET,FCSTEV
02/14/07,Nektar Therapeutics(NKTR-US) Schedules Q4 2006 Earnings Call for 28-February-2007 5:00 PM ET,FCSTEV
02/14/07,Nektar Sets Announcement Date and Conference Call for Year End and Fourth Quarter 2006,BW
02/02/07,Nektar Therapeutics(NKTR-US) Schedules Merrill Lynch Global Pharmaceutical Biotechnology & Medical Device Conference for 7-February-2007 1:00 PM ET,FCSTEV
02/01/07,"Merrill Lynch 2007 Global Pharmaceutical, Biotechnology & Medical Device Conference to Webcast Nektar Corporate Presentation",BW
01/26/07,"ITH Continues to Expand LMS Deposit, Alaska",INW
01/23/07,"ITH Intercepts New High Grade Gold Zone at its Bulk Tonnage Livengood Project, Alaska",INW
01/08/07,Nektar Appoints Howard W. Robin President and CEO,BW
12/14/06,Nektar Reports That Court Denies Novo Nordisk's Motion for Preliminary Injunction Against Exubera,BW
12/07/06,"ITH Discovers Bulk Tonnage Porphyry Related Gold System at its Blackshell Project, Alaska",INW
11/28/06,Advisory: BMO Capital Markets Focus on Healthcare Conference to Webcast Nektar Corporate Presentation,BW
11/27/06,ITH Defines New Copper-Gold-Silver System with Bulk Tonnage Potential on its Chisna Project in Alaska,INW
11/16/06,"ITH Intersects 4.2 Metres of 22.3 g/t Gold on Major Extension of the Vein System on the Terra Project, Alaska",INW
11/09/06,"ITH Confirms Presence of a Major Gold Target on its West Tanana Project, Alaska",INW
11/02/06,Nektar Announces Third Quarter 2006 Financial Results,BW
11/01/06,Nektar Therapeutics(NKTR-US) Schedules CIBC Healthcare Conference for 7-November-2006 10:20 AM ET,FCSTEV
11/01/06,Nektar Therapeutics(NKTR-US) Schedules Lehman Brothers Small Cap Conference for 17-November-2006 12:20 PM ET,FCSTEV
11/01/06,"Nektar to Present at Three Conferences: Cowen & Company 7th Annual Global Health Care Conference, CIBC 17th Annual Healthcare Conference and Lehman Brothers Small Cap Conference",BW
10/21/06,Nektar Therapeutics(NKTR-US) Schedules Q4 2006 Earnings Release for 28-February-2007 After Market Hours ET,FCSTEV
10/19/06,Nektar Therapeutics(NKTR-US) Schedules Q3 2006 Earnings Call for 2-November-2006 5:00 PM ET,FCSTEV
10/19/06,Advisory: Nektar Sets Announcement Date and Conference Call for the Third Quarter 2006,BW
10/11/06,"ITH Consolidates Livengood Gold Project, Alaska Tests Bulk Tonnage Potential With 2500m Diamond Drillhole Program",INW
10/03/06,Nektar Therapeutics Issues Statement on Whistle-Blower Proceeding Status,BW
10/03/06,A Sarbanes-Oxley Whistleblower Action Against Nektar Therapeutics -- NKTR,INW
09/29/06,"ITH drilling Intersects 1540 g/t '49.5 ounces/t' Gold over 0.8 Metres at the LMS Project, Alaska",INW
09/27/06,International Tower Hill Mines Ltd.: 2006 Annual Meeting Results,INW
09/24/06,Complete Auto (OTC PK: ECFL) Trained by eBay Motors,INW
09/21/06,CORRECTING and REPLACING Zelos and Nektar Announce Start of Phase 1 Trial of Inhaled Ostabolin-C(TM) for Osteoporosis,BW
09/18/06,International Tower Hill Launches New Corporate Website,INW
09/18/06,European Commission Grants Orphan Medicinal Product Designation to Nektar's Amphotericin B Inhalation Powder (ABIP) for the Prevention of Pulmonary Fungal Infections in Patients Deemed At Risk,BW
09/14/06,Nektar Reports that Pfizer Announced New Analyses Showing that Exubera Is Effective in Diabetes Patients Who Have Respiratory Infections or Who are Exposed to Passive Cigarette Smoke,BW
09/13/06,"International Tower Hill Acquires West Tanana Project, Alaska",INW
09/12/06,Exubera Hailed as Innovation in Prestigious European and American Awards,BW
09/11/06,"Nektar to Present at Merrill Lynch Global Pharmaceutical, Biotechnology & Medtech Conference, Oppenheimer Diabetes Conference and UBS Investment Bank 2006 Global Life Sciences Conference",BW
08/03/06,Nektar Announces Second Quarter 2006 Results,BW
07/26/06,Nektar Closes Its Bradford UK Site; Company Focusing on Development of Products Using its Drug Delivery Technology,BW
07/24/06,Nektar Therapeutics(NKTR-US) Schedules BMO Capital Markets Healthcare Conference for 6-December-2006 4:00 PM ET,FCSTEV
07/24/06,"Nektar Announces Receipt of $17.6 Million Payment From Affymax, Inc. Under Agreement for Nektar Advanced PEGylation Technology; Cash Payment Resulting From Affymax and Takeda Signing Global Agreement for Hematide(TM) for the Treatment of Anemia",BW
07/22/06,Nektar Therapeutics(NKTR-US) Schedules Q3 2006 Earnings Release for 2-November-2006 After Market Hours ET,FCSTEV
07/20/06,Nektar Therapeutics(NKTR-US) Schedules Cowen & Co. Global Health Care Conference for 7-November-2006 2:40 AM ET,FCSTEV
07/20/06,Nektar Therapeutics(NKTR-US) Schedules Oppenheimer Diabetes Investment Conference for 21-September-2006 11:30 AM ET,FCSTEV
07/20/06,Nektar Reports That Pfizer to Introduce Exubera in U.S. With a Comprehensive Education Program,BW
07/19/06,Nektar Therapeutics(NKTR-US) Schedules Q2 2006 Earnings Call for 3-August-2006 5:00 PM ET,FCSTEV
07/19/06,Advisory: Nektar Sets Announcement Date and Conference Call for the Second Quarter 2006,BW
07/07/06,Nektar and University of Alabama in Huntsville Announce Agreement to Settle Litigation,BW
06/28/06,Nektar Therapeutics(NKTR-US) Schedules Windhover Information Euro-Biotech Forum for 28-June-2006 10:10 AM ET,FCSTEV
06/20/06,Nektar Therapeutics(NKTR-US) Schedules Drug Information Meeting for 20-June-2006 8:30 AM ET,FCSTEV
06/14/06,Nektar Therapeutics(NKTR-US) Schedules Pacific Growth Equities Life Sciences Conference for 14-June-2006 11:30 AM ET,FCSTEV
06/12/06,Nektar Reports Pfizer Announcement That New Studies Show More Than Half of Patients at Risk for or Suffering from Complications of Type 2 Diabetes Delay Insulin Injections -- Some More Than Four Years,BW
06/10/06,Nektar Reports Pfizer Announcement of New Exubera Data; New Data from Two Large Phase III Trials Reinforce Exubera's Long-Term Efficacy and Safety in Adults with Type 1 or Type 2 Diabetes,BW
05/23/06,Nektar Therapeutics(NKTR-US) Schedules Strategic Research Institute Specialty Pharma Global Summit for 23-May-2006 4:15 PM ET,FCSTEV
05/23/06,Nektar Therapeutics(NKTR-US) Schedules Annual Stockholders Meeting for 1-June-2006 1:00 PM ET,FCSTEV
05/23/06,Advisory: Nektar Therapeutics to Webcast its 2006 Annual Meeting of Stockholders,BW
05/22/06,FDA Grants Fast Track Designation to Nektar's Amphotericin B Inhalation Powder (ABIP) for Prevention of Pulmonary Fungal Infections in At-Risk Patients; First Inhaled Anti-Fungal Therapy Under Development for Immunosuppressed Patients,BW
05/13/06,Nektar Therapeutics(NKTR-US) Schedules TiEcon Conference for 13-May-2006 6:30 PM ET,FCSTEV
05/12/06,Nektar Therapeutics(NKTR-US) Schedules Banc of America Securities Health Care Conference for 16-May-2006 7:40 PM ET,FCSTEV
05/12/06,Bank of America Health Care Conference to Webcast Nektar Corporate Presentation,BW
05/10/06,Nektar Announces First Quarter 2006 Results,BW
05/06/06,Nektar Therapeutics(NKTR-US) Schedules Q2 2006 Earnings Release for 3-August-2006,FCSTEV
05/01/06,Nektar Therapeutics(NKTR-US) Schedules Q1 2006 Earnings Call for 10-May-2006 5:00 PM ET,FCSTEV
05/01/06,Nektar Therapeutics(NKTR-US) Schedules Morgan Stanley Healthcare Conference for 4-May-2006 2:15 PM ET,FCSTEV
05/01/06,Advisory: Nektar Sets Announcement Date and Conference Call for the First Quarter 2006,BW
04/28/06,Morgan Stanley Global Healthcare Unplugged Conference to Webcast Nektar Corporate Presentation,BW
04/28/06,"Hot Stocks to Watch for Friday, April 28, 2006: Patent Protection for Core Drug Discovery and Toxicology Platform!",INW
04/27/06,Nektar Therapeutics(NKTR-US) Schedules Deutsche Bank Securities Care Conference for 2-May-2006 2:30 PM ET,FCSTEV
04/27/06,Deutsche Bank 31st Annual Health Care Conference to Webcast Nektar Corporate Presentation,BW
03/30/06,Nektar Therapeutics(NKTR-US) Schedules CIBC Biotechnology & Specialty Pharmaceuticals Conference for 5-April-2006 11:30 AM ET,FCSTEV
03/30/06,ADVISORY: CIBC World Markets Annual Biotechnology & Specialty Pharmaceuticals Conference to Webcast Nektar Corporate Presentation,BW
03/20/06,Nektar Therapeutics(NKTR-US) Schedules Bear Biotech West Coast Confab for 23-March-2006 4:30 PM ET,FCSTEV
03/20/06,Advisory: Bear Biotech West Coast Confab to Webcast Nektar Corporate Presentation,BW
03/06/06,Nektar Therapeutics(NKTR-US) Schedules Lehman Brothers Global Health Care Conference for 9-March-2006 8:30 AM ET,FCSTEV
03/06/06,Advisory: Ninth Annual Lehman Brothers Global Healthcare Conference to Webcast Nektar Corporate Presentation,BW
03/03/06,Nektar Therapeutics(NKTR-US) Schedules SG Cowen & Company LLC Health Care Conference for 7-March-2006 1:30 PM ET,FCSTEV
03/03/06,2006 SG Cowen & Co. Annual Health Care Conference to Webcast Nektar Corporate Presentation,BW
02/28/06,Nektar Announces Financial Results for the Year and Fourth Quarter 2005,BW
02/22/06,Nektar Therapeutics(NKTR-US) Schedules Q4 2005 Earnings Call for 28-February-2006 5:00 PM ET,FCSTEV
02/21/06,Advisory: Nektar Sets Announcement Date and Conference Call for the Year and Fourth Quarter 2005,BW
02/14/06,Nektar Announces That U.S. FDA Has Granted Orphan Drug Designation to the First Amphotericin B Inhalation Powder to Prevent Pulmonary Fungal Infections in Immunosuppressed Patients,BW
02/11/06,Nektar Therapeutics(NKTR-US) Schedules Deutsche Bank Securities Small Cap Growth Conference for 16-February-2006 8:00 AM ET,FCSTEV
02/10/06,2006 Deutsche Bank Small Cap Growth Conference to Webcast Nektar Corporate Presentation,BW
02/10/06,Nektar Therapeutics(NKTR-US) Schedules BIO CEO & Investor Conference for 15-February-2006 2:00 PM ET,FCSTEV
02/09/06,Advisory: BIO CEO and Investor Conference to Webcast Nektar Corporate Presentation,BW
02/07/06,Nektar CEO to Retire; Executive Chairman Appointed Acting CEO,BW
02/01/06,Nektar Therapeutics(NKTR-US) Schedules Merrill Lynch Global Drug Device and Biotechnology Conference for 8-February-2006 9:20 AM ET,FCSTEV
02/01/06,Merrill Lynch to Webcast Nektar Corporate Presentation,BW
01/27/06,"Pfizer Receives FDA Approval for Exubera, the First Inhaleable Form of Insulin for Controlling Type 1 and Type 2 Diabetes in Adults",BW
01/26/06,European Commission Approves Exubera(R) (Inhaled Human Insulin) for Treatment of Type 1 and Type 2 Diabetes,BW
01/19/06,Nektar Therapeutics Appoints New Chief Financial Officer,BW
01/12/06,Nektar Reports Pfizer to Acquire the Sanofi-Aventis Worldwide Rights to Exubera(R) (Inhaled Human Insulin),BW
12/20/05,Nektar Therapeutics(NKTR-US) Schedules US - Japan Symposium on Drug Delivery Systems for 20-December-2005 1:50 AM ET,FCSTEV
12/06/05,Nektar Therapeutics(NKTR-US) Schedules Informed Investors Biotechnology & Healthcare Investor Forum for 7-December-2005 4:25 PM ET,FCSTEV
12/06/05,ADVISORY: Nektar Presentation to Be Webcast at Informed Investors Biotechnology & Healthcare Investor Forum,BW
11/11/05,Advisory: Lehman Brothers to Webcast Nektar's Corporate Presentation,BW
11/11/05,Nektar Therapeutics(NKTR-US) Schedules Lehman Brothers Small Cap Conference for 18-November-2005 11:40 AM ET,FCSTEV
11/08/05,Nektar Therapeutics(NKTR-US) Schedules BIO-Europe Partnering Conference for 8-November-2005 11:00 AM ET,FCSTEV
11/07/05,Nektar Therapeutics(NKTR-US) Schedules S.G. Cowan and Co. Global Healthcare Conference for 9-November-2005 7:55 AM ET,FCSTEV
11/07/05,Advisory: SG Cowen & Co. to Webcast Nektar's Corporate Presentation,BW
11/03/05,Nektar Announces Third Quarter 2005 Financial Results,BW
11/01/05,Nektar Therapeutics(NKTR-US) Schedules CIBC Healthcare Conference for 7-November-2005 2:30 PM ET,FCSTEV
10/31/05,CIBC World Markets to Webcast Nektar's Corporate Presentation,BW
10/28/05,Nektar Therapeutics(NKTR-US) Schedules Q3 2005 Earnings Call for 3-November-2005 5:00 PM ET,FCSTEV
10/28/05,Advisory: Nektar Sets Announcement Date and Conference Call for Third Quarter 2005 Results,BW
10/28/05,Nektar Reports on Pfizer and Sanofi-Aventis Statement on Status of Exubera,BW
10/20/05,Nektar Announces Closing of Aerogen Acquisition,BW
