NFLXdate,NFLXnews,NFLXsource
07/08/13,CBS And Netflix Announce Extension Of Multiyear Licensing Agreement For Library Content In The U.S.,PRN
07/03/13,Netflix and PBS Strike Expanded Programming Agreement for U.S. and Canada,PRN
07/01/13,Netflix Brings New Girl To U.S. Members In an Exclusive Multi-Year Streaming Deal with Twentieth Century Fox Television,PRN
06/27/13,"Netflix Renews Original Series ""Orange is the New Black"" For Second Season",PRN
06/26/13,"Expansions, Leading Commerce Technologies, Acquisitions and Share Repurchase Programs for Improved Shareholder Value - Research Report on Netflix, eBay, Lowe's, Macy's, and Dollar General",PRN
06/25/13,"Netflix estrenara en exclusiva ""Mako Mermaids,"" la secuela de la exitosa serie ""H2O - Just Add Water""",PRNL
06/25/13,"""Mako Mermaids"", sequência do sucesso teen ""H20 - Just Add Water"", chega com exclusividade ˆ Netflix em julho",PRNL
06/25/13,"""Mako Mermaids,"" Sequel To Global Smash Hit Series ""H2O - Just Add Water"" Coming Exclusively To Netflix In July",PRN
06/19/13,Thriller g—tico Hemlock Grove regresar‡ a Netflix con una segunda temporada,PRNL
06/19/13,"S_rie de terror ""Hemlock Grove"" de volta ˆ Netflix para segunda temporada",PRNL
06/19/13,"Gothic Thriller ""Hemlock Grove"" Back On Netflix For A Second Season",PRN
06/18/13,Netflix To Launch In The Netherlands In Late 2013,PRN
06/18/13,CalSTRS Majority Vote Proposal Wins Approval at Netflix Annual Meeting,BW
06/18/13,"Parenting Is Hard, Streaming Isn't - Says Netflix",PRN
06/17/13,Netflix To Premiere DreamWorks Animation's Branded Slate Of New Original TV Series,CNW
06/17/13,Investing in Movie & Leisure in 2013,NEWS_ACW
06/17/13,S— na Netflix: Novos sucessos do cinema e s_ries originais dos estœdios DreamWorks Animation a partir de 2014,PRNL
06/17/13,Solo en Netflix: Nuevas pel’culas exitosas y series originales de DreamWorks Animation a partir del 2014,PRNL
06/17/13,Netflix To Premiere DreamWorks Animation's Branded Slate Of New Original TV Programmes,PRNE
06/07/13,"Netflix, Inc.(NFLX-US) Schedules Annual General Meeting for 7-June-2013 1:00 PM ET",FCSTEV
06/03/13,"The Zacks Analyst Blog Highlights: Nasdaq OMX Group, Netflix, DTS, AVG Technologies and BioMarin Pharmaceutical",PRN
05/30/13,"Netflix, Inc. to Join the NASDAQ-100 Index Beginning June 6, 2013",PMZ
05/27/13,The Killing Season 3 Coming Exclusively To Netflix Members Starting On 3rd June,PRNE
05/24/13,"Netflix, Inc.(NFLX-US) Schedules Nomura Global Media & Telecom Summit for 30-May-2013 11:00 AM ET",FCSTEV
05/24/13,"The Zacks Analyst Blog Highlights: Netflix, Dunkin' Brands Group, Krispy Kreme Doughnuts, Burger King Worldwide and Starbucks",PRN
05/21/13,"S_rie original de Ricky Gervais ""Derek"" estreia na Netflix na quinta-feira, 12 de setembro de 2013",PRNL
05/21/13,"Netflix estrenar‡ la serie original Derek, de Ricky Gervais, el jueves 12 de septiembre de 2013",PRNL
05/21/13,"Netflix To Premiere Ricky Gervais' Original Series ""Derek"" Thursday, September 12, 2013",PRN
05/21/13,"Watch the Infidelity, Says Netflix",PRNE
05/16/13,"Canadian Couples With Kids More Likely To ""Cheat""",CNW
05/16/13,"More Than Half Of Couples Consider ""Cheating"" And 28 Million U.S. Adults Have Already Confessed",PRN
05/13/13,Netflix Brings Great Disney Films to Members in the UK and Ireland,PRNE
05/11/13,"Special Situation Coming Soon, A Look Inside NFLX and DIS",INW
05/09/13,Netflix and Disney/ABC Television Group Announce New Multi-Year Licensing Agreement for Five Popular Disney Junior and Disney XD Shows,PRN
05/01/13,"NFLX, SBUX and GMCR added to EPR's Nasdaq Active Stock Watch List ",NEWS_ACW
04/30/13,Netflix Announces Upcoming Schedule of Events with the Financial Community,PRN
04/30/13,"Netflix Original Series ""Orange is the New Black"" Premieres Thursday, July 11",PRN
04/30/13,"La serie original de Netflix ""Orange is the New Black"" se estrena el jueves 11 de julio",PRNL
04/30/13,"S_rie original da Netflix ""Orange is The New Black"" estreia quinta-feira, 11 de julho",PRNL
04/30/13,"Netflix Original Series ""Orange is The New Black"" Premieres Thursday, 11th July",PRNE
04/30/13,"Perfect Trade Setups, How to Play CPTS, NFLX and CVX",INW
04/23/13,"Traders Buzz: Netflix Inc, Facebook Inc, Tesla Motors Inc",NEWS_ACW
04/23/13,"NFLX, SCON, ILMN added to Watch List Report at GSR",NEWS_ACW
04/23/13,"The Zacks Analyst Blog Highlights: Netflix, Honda Motor, Toyota Motor, Daimler and Peugeot",PRN
04/23/13,"Netflix Indicating Big Jump Pre-Market on Earnings Surprise - Top Earnings Stocks Ahead of the Bell: Power-One Inc., Goff Corporation, AMR Corporation, Fannie Mae, Vertex Pharmaceuticals",PRN
04/23/13,"NewMediaMetrics Predicts Success, Failure of Digital Shows From Netflix, Hulu and Amazon Studios",INW
04/22/13,Netflix Releases First-Quarter 2013 Financial Results,PRN
04/22/13,"Big News: Zynga Inc, Netflix, Nokia Corporation, Amazon.com",NEWS_ACW
04/18/13,"Netflix, Inc.(NFLX-US) Schedules JPMorgan Global Technology, Media and Telecom Conference for 15-May-2013 10:40 AM ET",FCSTEV
04/15/13,"The Zacks Analyst Blog Highlights: Netflix, Facebook, Amazon, Comcast and Green Mountain Coffee Roasters",PRN
04/12/13,"The Real Story Behind GE, NFLX and WFC",INW
04/11/13,Netflix and Hasbro Announce Expanded Multi-Year Kids Programming Agreement,PRN
04/10/13,Netflix CEO Reed Hastings joins speaker lineup for CDMN's Canada 3.0 conference,CNW
04/08/13,Tektronix Eases Video Ingest For Streaming,PRN
04/05/13,"DEADLINE ALERT: Rigrodsky & Long, P.A. Reminds Shareholders of Netflix, Inc. of Upcoming Deadline",BW
04/05/13,Digital Rapids Eases Transformation of Video for Leading Streaming Service with New Presets,BW
04/04/13,"All Eyes On Facebook Inc, Morgan Stanley, Netflix Inc",NEWS_ACW
04/04/13,Netflix To Launch New Season Of Arrested Development On May 26,PRN
04/04/13,Netflix estrenar‡ la nueva temporada de Arrested Development el 26 de mayo,PRNL
04/04/13,Netflix lança nova temporada de Arrested Development em 26 de maio,PRNL
04/04/13,Netflix to Launch New Season of Arrested Development on 26th May,PRNE
04/03/13,"Netflix, Inc.(NFLX) Stock Breakdown Watch, Target 137",NEWS_ACW
04/03/13,"Early Buzzers: Zynga Inc, Valero Energy Corporation, Netflix",NEWS_ACW
04/02/13,"Netflix, Inc.(NFLX-US) Schedules Q1 2013 Earnings Call for 22-April-2013 6:00 PM ET",FCSTEV
04/02/13,"Netflix, Inc.(NFLX-US) Schedules Q1 2013 Earnings Release for 22-April-2013",FCSTEV
04/02/13,Netflix to Announce First-Quarter 2013 Financial Results,PRN
03/27/13,"Only On Netflix: Sci-Fi Giants The Wachowskis And J. Michael Straczynski Team-Up To Create ""Sense8""",PRN
03/27/13,"S— na Netflix: Irm‹os Wachowski e J. Michael Straczynski, gigantes da ficç‹o cient’fica, juntos em ""Sense8""",PRNL
03/27/13,"Solo en Netflix: Los grandes de la ciencia ficci—n Andy y Lana Wachowski, y J. Michael Straczynski se asocian para crear Sense8",PRNL
03/26/13,"Netflix, Inc. (NASDAQ:NFLX) Stock Breakout Alert, Target 225",NEWS_ACW
03/26/13,"Hot Movers: Netflix, The Boeing Company, Supervalu INC",NEWS_ACW
03/21/13,"The Real Story Behind NFLX, DIS, MCK and F",INW
03/20/13,"Stocks Buzz: Netflix, Cliffs Natural Resources, Petroleo Brasileiro Petrobras",NEWS_ACW
03/14/13,"Netflix Offers US$100,000 In Prizes To Advance Cloud Computing",PRN
03/14/13,"Stocks for the next leg up: Netflix (NFLX), Spirit Aerosystems (SPR), Sarepta Therapeutics' (SRPT)",NEWS_ACW
03/14/13,Netflix Announces The Killing Season 3 Coming Exclusively to Its Streaming Members Globally,PRN
03/14/13,Netflix anuncia a chegada da 3a temporada de The Killing exclusivamente para seus assinantes em todo o mundo,PRNL
03/14/13,"Netflix anuncia la tercera temporada de The Killing, que llega de manera exclusiva para todos sus miembros de transmisi—n en todo el mundo",PRNL
03/13/13,"Cohen Milstein Sellers & Toll PLLC Announces the Investigation of Netflix, Inc.",BW
03/13/13,Netflix (NASDAQ: NFLX) nearing new highs and breakout watch,NEWS_ACW
03/13/13,Netflix Makes Finding TV Shows and Movies Easier With Friends,PRN
03/11/13,"Netflix ""ISP Speed Index"" Shows Best Internet Service Providers For Streaming",PRN
03/08/13,"Key to Success, How to Profit: NFLX, CX, TWX and MSFT",INW
03/05/13,"News Review: Netflix, Las Vegas Sands Corp, Intel Corp",NEWS_ACW
03/01/13,"Next Week's Trade Setups, What's in Store for NFLX, AIG, COP and TJX",INW
02/26/13,"Brower Piven Encourages Investors Who Have Losses in Excess of $100,000 From Investment in Netflix, Inc. to Inquire About the Lead Plaintiff Position in Securities Fraud Class Action Lawsuit Before the April 22, 2013 Deadline -- NFLX",PMZ
02/21/13,Netflix y Paramount Pictures anuncian un acuerdo de varios a–os para la distribuci—n de pel’culas exitosas en Latinoam_rica,PRNL
02/21/13,Netflix e Paramount Pictures anunciam acordo de parceria de v‡rios anos para filmes de sucesso na Am_rica Latina e no Brasil,PRNL
02/21/13,"Market Movers, Money Makers -- Start Now With NFLX, WMT, AMGN and APA",INW
02/20/13,OpenStack Featured Case Study at 2013 Open Source Think Tank; Netflix to Present Company's Open Source Story,PRN
02/20/13,"Turning Your Portfolio Green With NFLX, VOD, T and NYX",INW
02/12/13,Netflix And DreamWorks Animation Launch First Ever Netflix Original Series for Kids,PRN
02/12/13,"Were You in Early on NFLX, AAPL, GMCR and SBUX",INW
02/08/13,"Netflix, Inc.(NFLX-US) Schedules Morgan Stanley Technology, Media & Telecom Conference for 25-February-2013 1:15 PM ET",FCSTEV
02/08/13,"Netflix CEO to Present at the Morgan Stanley Technology, Media & Telecom Conference",PRN
02/07/13,"The Real Story Behind NFLX, DIS, AMZN and DISH",INW
02/05/13,Netflix and Queen Latifah's Flavor Unit Entertainment Announce Multi-Year Agreement,PRN
02/04/13,"Critical Alerts For Netflix, JC Penney, Williams Companies, JDS Uniphase, and Grupo Financiero Santander Released By InvestorsObserver",PRN
02/01/13,"Netflix Makes First Episode Of House Of Cards Available To Non-Members For One Month Beginning February 1, 2013",PRN
01/31/13,"Before the Crowd, How We Found NFLX, IYR, VIAB and AMP",INW
01/30/13,Netflix and Hastings Entertainment Technical Research: Innovation a Priority,PRN
01/29/13,Netflix Reaches New Heights -- City Index Australia,INW
01/29/13,Netflix Prices $500 Million Offering of 5.375% Senior Notes,PRN
01/29/13,Netflix Announces Proposed $400 Million Offering of Senior Notes,PRN
01/28/13,"Most Active Stocks: Netflix, Tempur-Pedic, Ctrip.com, Chesapeake Energy, Flextronics International, and Kinross Gold",PRN
01/28/13,"Free Research Report on Oshkosh Corp., OCZ Technology Group Inc., LipoScience, Inc., Netflix, Inc. and Sarepta Therapeutics, Inc.",PRN
01/25/13,"S&P Hits Level Not Seen Since December 2007: Netflix, Inc, Apple Inc., Swingplane Ventures, Echo Automotive Inc, World Moto Inc.",PRN
01/25/13,"The Real Story Behind NFLX, SWFT, TZOO and ESI",INW
01/23/13,Netflix Releases Fourth-Quarter 2012 Financial Results,PRN
01/17/13,"Netflix, Time Warner, Sony's, Amazon.com and Walt Disney highlighted in Zacks Analyst Blog",PRN
01/15/13,Picturehouse Reopens Its Doors With Founder Bob Berney At The Helm,PRN
01/14/13,Turner Broadcasting and Warner Bros. Television Group Announce Multi-Year Agreement with Netflix,PRN
01/10/13,"Netflix, Inc.(NFLX-US) Schedules Q4 2012 Earnings Release for 23-January-2013 4:05 PM ET",FCSTEV
01/10/13,"Netflix, Inc.(NFLX-US) Schedules Q4 2012 Earnings Call for 23-January-2013 6:00 PM ET",FCSTEV
01/10/13,Netflix to Announce Fourth-Quarter 2012 Financial Results,PRN
01/09/13,"""Hemlock Grove"" Eli Roth's Gothic Thriller Developed By Brian McGreevy & Lee Shipman Available Only On Netflix April 19",PRN
01/08/13,"Zacks Bull and Bear of the Day Highlights: Dillard's, NYSE Euronext, Amazon.com, Netflix and Apple",PRN
01/08/13,"Netflix ""Open Connect"" Delivery Network Gains Widespread Global Acceptance",PRN
01/07/13,Netflix and Warner Bros. Television Group Sign a 2012-13 Network Slate Deal for Hit Serialized Dramas From Warner Bros. Television,PRN
12/10/12,Fourth Season of Arrested Development Coming to Netflix Canada!,CNW
12/05/12,"Free Analyst Opinion on NFLX, FSLR, GALE and BIG Issued by StBulls.com ",INW
12/04/12,Netflix and The Walt Disney Studios Announce Multi-Year Premium Pay TV Window Agreement in the United States,PRN
12/04/12,PlayStation¨3 Becomes Top Platform In The World For Netflix Development And Living Room Viewing,PRN
11/30/12,All Eyes On Netflix Inc and Crocs Inc,NEWS_ACW
11/27/12,Watching Movies: A Holiday Tradition for Nearly Half of Canadians Celebrating the Season,CNW
11/26/12,"The Vampire Diaries, Pretty Little Liars and Fringe Coming to Netflix Canada",CNW
11/21/12,"Netflix, Inc.(NFLX-US) Schedules UBS Global Media and Communications Conference for 5-December-2012 10:00 AM ET",FCSTEV
11/21/12,Netflix Chief Content Officer to Present at the 40th Annual UBS Global Media and Communications Conference,PRN
11/07/12,"Timing Is Crucial, Upside Analysis of Election Results - New Outlook on Netflix, Inc. and Paychex, Inc. ",INW
11/05/12,Netflix Adopts Stockholder Rights Plan,PRN
10/25/12,Netflix Now Has Over 30 Million Streaming Members Globally,PRN
10/25/12,Netflix Now Has Over 30 Million Members Globally,PRN
10/23/12,Netflix Releases Third-Quarter 2012 Financial Results,PRN
10/18/12,"Netflix Launches In Sweden, Denmark, Norway And Finland",PRN
10/09/12,"PR Newswire's Business Technology Round-up, 9th October 2012",PRN
10/08/12,"""Rated G for Netflix"", a new iPad app by Universal Apps, provides much needed parental control for Netflix",PRN
10/04/12,"Netflix Original Series, House of Cards, Starring Kevin Spacey and Robin Wright Available Exclusively On February 1, 2013",PRN
10/04/12,"A s_rie original Netflix, House of Cards, estrelando Kevin Spacey e Robin Wright estar‡ dispon’vel somente na Netflix em fevereiro de 2013",PRNL
10/04/12,"La serie original de Netflix, House of Cards, protagonizada por Kevin Spacey y Robin Wright, estar‡ disponible en exclusiva el 1 de febrero de 2013",PRNL
10/04/12,"Netflix Original Series, House of Cards, Starring Kevin Spacey and Robin Wright Available Exclusively On 1st February 2013",PRNE
10/04/12,"Early Movers: Netflix, Intel Corporation, Nokia Corporation",NEWS_ACW
10/03/12,You're Gonna Get Some Walk-Ons!,PRN
10/03/12,"Morning News Recap: Netflix, Ford Motor Company, General Motors, Sirius XM Radio",NEWS_ACW
10/02/12,"Netflix, Inc.(NFLX-US) Schedules Q3 2012 Earnings Call for 23-October-2012 6:00 PM ET",FCSTEV
10/02/12,"Netflix, Inc.(NFLX-US) Schedules Q3 2012 Earnings Release for 23-October-2012",FCSTEV
10/02/12,Netflix to Announce Third-Quarter 2012 Financial Results,PRN
10/01/12,"Critical News Alert: Netflix, Baidu.com, International Business Machines, General Electric Company",NEWS_ACW
10/01/12,Now On Netflix In Canada: Critically-Acclaimed TV Series From Radio-Canada,CNW
10/01/12,"Netflix ""Just For Kids"" Now Available On iPad",PRN
09/24/12,HID Global Completes World's First Series of NFC-Enabled Smartphone Pilots That Open Doors in the Enterprise,PMZ
09/24/12,"News Recap: Questcor Pharmaceuticals, Cell Therapeutics, Sirius XM Radio Inc, Sprint Nextel Corporation, Netflix",NEWS_ACW
09/20/12,"Electus International Partners With Netflix to Offer Morgan Spurlock's Documentary ""Mansome"" in the U.S., U.K. and Canada",PRN
09/18/12,"Top Stocks Movers: Netflix, Alcoa Inc, Starbucks Corporation, Polycom Inc, Facebook Inc",NEWS_ACW
09/17/12,"Mid Day Alerts: Netflix, AK Steel Holding, NVIDIA Corporation, Sprint Nextel Corporation, Sirius XM Radio Inc",NEWS_ACW
09/14/12,"Stocks Bump Up Netflix, Advanced Micro Devices, Alpha Natural Resources, SanDisk Corporation, Micron Technology",NEWS_ACW
09/12/12,"Mid Day News: Huntington Bancshares Incorporated, Sprint Nextel Corporation, Facebook Inc, Netflix",NEWS_ACW
09/11/12,Netflix Selects Sumo Logic's Next-Generation Log Management and Analytics Service ,INW
09/10/12,"Complete Previous Seasons Of Revenge, Once Upon A Time And Scandal Available On Netflix",PRN
09/06/12,"Average Netflix User Watches 5 TV Shows, 3 Movies Per Week via the Service",BW
09/05/12,"Stocks Gaining Special Attention: Netflix (NFLX), Nokia Corporation (NOK), Yelp Inc, Amazon.com, Zynga Inc",NEWS_ACW
09/04/12,"Netflix, Inc.(NFLX-US) Schedules Bank of America Merrill Lynch Media, Communications & Entertainment Conference for 13-September-2012 6:15 PM ET",FCSTEV
09/04/12,"Netflix, Inc.(NFLX-US) Schedules Goldman Sachs Communacopia Conference for 19-September-2012 8:50 AM ET",FCSTEV
09/04/12,Netflix Announces Upcoming Schedule of Events with the Financial Community,PRN
08/29/12,"Special Equity News On Amazon.com, Netflix, Baidu.com",NEWS_ACW
08/23/12,Netflix And RADiUS-TWC Announce Multi-Year Output Deal In The United States To Bring Diverse Slate To Widest Possible Audience,PRN
08/20/12,UK And Ireland Embrace Netflix,PRN
08/16/12,Now Trending On Netflix ... Stand-up Comedy,PRN
08/14/12,"Netflix To Launch In Norway, Denmark, Sweden And Finland In Late 2012",PRN
08/08/12,"Netflix ""Just for Kids"" Now Available On XBOX 360",PRN
08/05/12,NIA Reports on NBC Breaking 'TV Everywhere' Record for Olympics,PRN
08/01/12,Current and Former Netflix Subscribers Could Be Affected by A Class Action Settlement,PRN
07/26/12,"Consumer Reports Survey: Most Viewers Rely On Netflix, But Streaming Rivals Are More Satisfying",PRN
07/24/12,Netflix Releases Second-Quarter 2012 Financial Results,PRN
07/24/12,thredUP Adds Former Netflix Executives to Upgrade Operations Team,BW
07/23/12,Kelly Bennett Joins Netflix as Chief Marketing Officer,PRN
07/10/12,Research and Markets: Netflix Inc: Can it succeed in the UK? - Netflix Expanded To the UK in January 2012,BW
07/09/12,"The Zacks Analyst Blog Highlights: Netflix, Facebook, Amazon.com,Comcast and Dish Network",PRN
07/06/12,"Daily Stocks Highlight by Pennystocksinsiders.com: Netflix, AT&T, Caterpillar, Walgreen, Avon Products, and Coach",PRN
07/05/12,"The Zacks Analyst Blog Highlights: Dish Network, AMC Networks, Netflix, Time Warner Cable and Comcast",PRN
07/03/12,"Netflix, Inc.(NFLX-US) Schedules Q2 2012 Earnings Release for 24-July-2012",FCSTEV
07/03/12,"Netflix, Inc.(NFLX-US) Schedules Q2 2012 Earnings Call for 24-July-2012 6:00 PM ET",FCSTEV
07/03/12,Netflix to Announce Second-Quarter 2012 Financial Results,PRN
06/28/12,Peel Introduces AllPlay TV Feature,PRN
06/27/12,"New Season of ""Arrested Development"" Coming Exclusively to Netflix UK and Ireland; Netflix to Offer Members More Complete Seasons of Great Twentieth Century Fox TV Shows",PRN
06/19/12,Netflix Watch Instantly Cannibalizes Pay-TV VOD & Premium Channels Thanks to Lower Costs and Better Availability,PRN
06/14/12,Netflix Appoints Bill Holmes to New Role of Chief Business Development Officer,PRN
06/12/12,Hunger Games Coming to Netflix Latin America August 18,PRN
06/12/12,"""Los juegos del hambre"" llega a Netflix el 18 de agosto",PRNL
06/12/12,Jogos Vorazes chega ˆ Netflix em 18 de agosto,PRNL
06/11/12,Complete Previous Seasons of Pretty Little Liars and The Lying Game Coming Exclusively to Netflix,PRN
06/08/12,"The Zacks Analyst Blog Highlights: Netflix, Akamai Technologies, Limelight Networks, Level 3 Communications and Amazon.com",PRN
06/08/12,"Zacks' Voice of the People highlights opportunities with First Solar, Avon Products and NetFlix",PRN
06/06/12,Netflix presenta su oferta de contenidos del Ultimate Fighting Championship¨ para Latinoam_rica,PRNL
06/05/12,Netflix Selects Intequus as Systems Integrator for Open Connect Initiative,PRN
05/31/12,"Netflix, Inc.(NFLX-US) Schedules Annual General Meeting for 1-June-2012 6:00 PM ET",FCSTEV
05/29/12,"The Zacks Analyst Blog Highlights: Amazon.com, CBS, Disney, Viacom and Netflix",PRN
05/28/12,Netflix Expands Ultimate Fighting Championship¨ Content Offering In Canada,CNW
05/25/12,"Conditions of Growth, Economic Analysis - Research Report on Netflix, Inc. and Chesapeake Energy Corporation ",INW
05/23/12,Sandvine CTO: Netflix Traffic Share Has Peaked,CNW
05/22/12,"Netflix Names Cindy Holland to new role as VP Original Content. Jason Ropell, VP Content Acquisition, takes charge of domestic television licensing for the U.S. market",PRN
05/14/12,"The Zacks Analyst Blog Highlights: Activision, Electronic Arts, Microsoft, Zynga and Netflix",PRN
05/14/12,"Most Active Stocks: Magnum Hunter, Zynga, Netflix, Freeport-McMoRan, Verizon, and Monster Worldwide",PRN
05/14/12,"""Being Elmo: A Puppeteer's Journey"" is available exclusively to Netflix members beginning May 14",CNW
05/09/12,Netflix and Twentieth Century Fox Announce Multi-Year Premium Pay TV Agreement in Latin America and Brazil,PRN
05/09/12,Netflix y Twentieth Century Fox anuncian un acuerdo de TV paga premium por varios a–os en Latinoam_rica y Brasil,PRNL
05/09/12,Netflix e Twentieth Century Fox assinam contrato de v‡rios anos de TV premium na Am_rica Latina e no Brasil,PRNL
05/02/12,"Netflix, Inc.(NFLX-US) Schedules Nomura U.S. Media & Telecom Summit for 30-May-2012 2:00 PM ET",FCSTEV
05/02/12,How to Spread Bet Falling Netflix Shares Following Apple Conflict,PRN
05/01/12,Netflix Announces Upcoming Schedule of Events with the Financial Community,PRN
05/01/12,"Today's Hot Stocks: Kraft Foods, UnitedHealth Group, Netflix, SandRidge Energy, Arch Coal, and Gen-Probe",PRN
04/24/12,"Research Reports for Amylin Pharmaceuticals, Melco Crown Entertainment, Advanced Micro Devices, Halliburton, Petroleo Brasileiro SA, and Netflix",PRN
04/23/12,Netflix Releases First-Quarter 2012 Financial Results,PRN
04/23/12,"Zacks Bull and Bear of the Day Highlights: CBS, Dril-Quip, Netflix, Amazon.com and Verizon Communications",PRN
04/12/12,"Netflix, Inc.(NFLX-US) Schedules J.P. Morgan Global Technology, Media and Telecom Conference for 16-May-2012 8:40 AM ET",FCSTEV
04/11/12,"Netflix Brings TV Shows and Movies to Windows Phone in Latin America, UK and Ireland",PRN
04/05/12,Hasbro Studios Signs Multi-Year Deal with Netflix to Provide Its Award-Winning Content across Multiple Platforms in the U.S.,BW
04/02/12,"Netflix, Inc.(NFLX-US) Schedules Q1 2012 Earnings Call for 23-April-2012 6:00 PM ET",FCSTEV
04/02/12,"Netflix, Inc.(NFLX-US) Schedules Q1 2012 Earnings Release for 23-April-2012",FCSTEV
04/02/12,Netflix to Announce First-Quarter 2012 Financial Results,PRN
03/29/12,More Than 40 Per Cent of Canadian Children Have Been Accidentally Exposed to Inappropriate Content on Television,CNW
03/27/12,DHX Media and Netflix Strike Kids' Content Deal,CNW
03/21/12,"Only on Netflix: Premier Horror Suspense Director Eli Roth Reanimates the Gothic Novel With ""Hemlock Grove""",PRN
03/21/12,Research and Markets: (NFLX) Netflix Inc. - Quantitative Valuation Report 2012,BW
03/21/12,Research and Markets: Gauging Consumer Reaction to Netflix's New Pricing Strategy - A Primary Research Perspective,BW
03/12/12,"Netflix ""Just for Kids"" Now Available on PlayStation¨ 3",PRN
03/02/12,Pomerantz Law Firm Reminds Shareholders of Netflix of Upcoming Deadline -- NFLX,PMZ
02/29/12,"Research and Markets: Netflix, Inc. - Strategy and SWOT Report - Detailed information on Netflix, Inc. required for Business and Competitor Intelligence Needs",BW
02/25/12,"Glancy Binkow & Goldberg LLP Announces Lead Plaintiff Deadline In The Class Action Lawsuit Against Netflix, Inc.",BW
02/22/12,"Critical Stock Alerts: MGM Resorts International, Kraft Foods, Threshold Pharmaceuticals, Netflix, and Cabot Oil & Gas",PRN
02/22/12,Netflix Brings TV Shows and Movies to PlayStation¨ Vita,PRN
02/21/12,"Netflix and The Weinstein Company Announce Multi-Year Film Agreement to Include 2012 Academy Award Nominee ""The Artist""",PRN
02/21/12,Netflix is Biggest E-Commerce Loser as Competition Ramps Up According to American Customer Satisfaction Index,PRN
02/17/12,Pomerantz Law Firm Reminds Shareholders of Netflix of Upcoming Deadline -- NFLX,PMZ
02/07/12,"Netflix, Inc.(NFLX-US) Schedules Morgan Stanley Technology, Media & Telecom Conference for 28-February-2012 2:30 PM ET",FCSTEV
02/07/12,"Newman Ferrara LLP Pursues Securities Fraud Claims Against Netflix, Inc. and Reminds Investors of March 13, 2012 Deadline",BW
02/07/12,"Netflix CEO to Present at the Morgan Stanley Technology, Media & Telecom Conference",PRN
02/07/12,Co-Founder of Netflix Set to Speak at Southeast Venture Conference 2012 in Northern Virginia ,INW
02/06/12,"A Netflix Original Series, ""Lilyhammer"" Available Now on Netflix",PRN
02/06/12,Hagens Berman Reminds Investors Thirty-six Days Remain Before March 13 Deadline in Case Against Netflix,PRN
02/03/12,Pomerantz Law Firm Reminds Shareholders of Netflix of Upcoming Deadline -- NFLX,PMZ
02/02/12,"Em NYC, Premiere de 'Lilyhammer', uma Serie Netflix Original, Resulta em uma Noite Repleta de Estrelas",PRNL
02/02/12,"Estreno en la Ciudad de Nueva York de ""Lilyhammer"", una serie original de Netflix, termina en una velada llena de estrellas",PRNL
01/27/12,Pomerantz Law Firm Has Filed a Class Action Against Netflix - NFLX,PMZ
01/27/12,"Hagens Berman Continues Netflix Investigation, Reminds Investors of March 13, 2012, Deadline",BW
01/26/12,Co-founder of Netflix Delivers Keynote at the 6th Annual Southeast Venture Conference,PRN
01/25/12,Netflix Releases Fourth-Quarter 2011 Financial Results,PRN
01/25/12,Shareholder Claims Against Netflix Board Investigated by Goldfarb Branham LLP Securities Lawyers,PRN
01/23/12,DreamBox Learning Extends Intelligent Adaptive Learning Platform to Serve K-5 Students,BW
01/20/12,Netflix Announces Management Changes,PRN
01/20/12,"Brower Piven Encourages Investors Who Have Losses in Excess of $1,000,000 From Investment in Netflix, Inc. to Inquire About the Lead Plaintiff Position in Securities Fraud Class Action Lawsuit Before the March 13, 2012 Lead Plaintiff Deadline ",INW
01/18/12,"Izard Nobel LLP Announces Class Action Lawsuit Against Netflix, Inc. ",INW
01/18/12,"CORRECTING and REPLACING Holzer Holzer & Fistel, LLC Announces Investigation into Potential Claims for Breaches of Fiduciary Duty by Certain Officers and Directors of Netflix, Inc.",BW
01/17/12,Hagens Berman Announces Netflix Investigation,PRN
01/16/12,"Netflix Investor Alert: The Briscoe Law Firm and Powers Taylor, LLP Investigate Possible Breaches of Fiduciary Duty by the Officers and Directors of Netflix, Inc.",PRN
01/10/12,Warner Bros. Home Entertainment to Make New Release DVD and Blu-ray Titles Available for Rental Only After 56-Day Sales-Only Window,PRN
01/08/12,Netflix Launches in The United Kingdom And Ireland,PRN
01/05/12,"Netflix, Inc.(NFLX-US) Schedules Q4 2011 Earnings Call for 25-January-2012 6:00 PM ET",FCSTEV
01/05/12,"Netflix, Inc.(NFLX-US) Schedules Q4 2011 Earnings Release for 25-January-2012 4:05 PM ET",FCSTEV
01/05/12,Netflix to Announce Fourth-Quarter 2011 Financial Results,PRN
01/04/12,Netflix Members Enjoy More Than Two Billion Hours of Movies and TV Shows in Fourth Quarter,PRN
01/03/12,"A Netflix Original Series ""Lilyhammer""",PRN
12/28/11,Amazon Soars; Netflix Plummets in ForeSee Holiday Study,PRN
12/20/11,Netflix and BBC Worldwide Announce Streaming Agreement for the United Kingdom and Ireland,PRN
12/15/11,Cave of Forgotten Dreams Acclaimed Documentary Now Being Watched Instantly by Netflix Members,PRN
12/11/11,DJ pressetext.de: USA: Nutzer-Streamingverhalten bald _ffentlich - DatenschŸtzer kritisieren neuen Gesetzesvorschlag von Netflix,DJPA
12/07/11,"Netflix Unveils New Xbox 360 Experience, Expands Xbox Support to Latin America",PRN
12/07/11,"Netflix Unveils New Xbox 360 Experience, Expands Xbox Support To Latin America",CNW
