Date,Symbol,Headline,Source
7-Jan-14,AMZN-US,New Balance and Amazon Fashion Team up to Unveil The Gladiator Showdown for the Maratona di Roma,BW
6-Jan-14,AMZN-US,"Amazon Teams with Samsung, Warner Bros., Lionsgate and Others to Pioneer 4K Ultra HD Experience for Customers",BW
6-Jan-14,AMZN-US,The Vikings Are Back,PRNE
26-Dec-13,AMZN-US,Record-Setting Holiday Season for Amazon Prime,BW
26-Dec-13,AMZN-US,Amazon Beats Goal for the Mayday Button Response Time-Average Response Time on Christmas Day Just 9 Seconds,BW
23-Dec-13,AMZN-US,"Amazon Rolls out Welcome Mat for Device Owners This Holiday: Download the Amazon Appstore on Android Phones and Tablets, along with Any App or Game, and Get $5 to Spend on Future Purchases",BW
23-Dec-13,AMZN-US,Jesus Toasters Pulled From Amazon.com Catalog,PRN
20-Dec-13,AMZN-US,Amazon Web Services Announces Availability of New High I/O Amazon EC2 Instance Type,BW
18-Dec-13,AMZN-US,Introducing Amazon Storybuilder-A New Tool That Helps Writers Build Movie and Series Outlines,BW
18-Dec-13,AMZN-US,Amazon Web Services Announces Upcoming China Region for its Cloud Computing Platform,BW
17-Dec-13,AMZN-US,Amazon Web Services Makes Amazon Kinesis Available to All Customers,BW
16-Dec-13,AMZN-US,"Amazon Prime Offers Free Holiday Shipping through Sunday, December 22",BW
16-Dec-13,AMZN-US,Amazon Studios to Shoot 2014 Original Drama and Comedy Series in 4K,BW
13-Dec-13,AMZN-US,Documentary on Pope Francis Available to Canadians on Amazon.com With Deliveries in Time for Christmas,INW
12-Dec-13,AMZN-US,"Give the Gift of Coins This Holiday Season - Amazon Coins Lets Customers Gift Apps, Games and In-App Items to Kids and App-Savvy Friends and Family",BW
12-Dec-13,AMZN-US,Amazon Wine Announces 1¢ Shipping in Time for the Holiday Season,BW
11-Dec-13,AMZN-US,Attunity to Co-present Live Webinar with Amazon Web Services on Accelerating Big Data Loading to the Cloud,PRN
9-Dec-13,AMZN-US,"Keeping Minds, a sexy and suspenseful, controversial, best selling Kindle novel is now available in paperback from Amazon.com.",PRN
9-Dec-13,AMZN-US,Kindle Fire-the Best Tablet for Kids and Families-Getting Even Better with New Education Features for Kindle FreeTime,BW
5-Dec-13,AMZN-US,RAVPower's FileHub Brings Easy Wireless Sharing to Amazon.com,PRN
5-Dec-13,AMZN-US,CORRECTING and REPLACING Amazon Studios Announces the Cast of Mozart in the Jungle,BW
5-Dec-13,AMZN-US,"Amazon's Battle Against Annoying Wire Ties and Plastic Clamshells Rages On - 200,000 Products Now Available with Frustration-Free Packaging",BW
4-Dec-13,AMZN-US,Record Holiday Shopping Weekend for Kindle,BW
4-Dec-13,AMZN-US,Amazon Publishing Launches StoryFront,BW
4-Dec-13,AMZN-US,Better Rest Solutions Partners with Amazon for Fulfillment of The SoClean® 2 Giving Customer Access to Prime,PRN
3-Dec-13,AMZN-US,Amazon Announces 12 Days of Deals in Books,BW
1-Dec-13,AMZN-US,Cyber Monday Starts Early-Amazon Announces Two Unprecedented Limited-Time Deals on Kindle Fire Tablets,BW
29-Nov-13,AMZN-US,Amazon's LOVEFiLM Launches Streaming Application on PlayStation®4,PRNE
28-Nov-13,AMZN-US,Amazon Continues Amazing Deals Every Ten Minutes on Cyber Monday,BW
26-Nov-13,AMZN-US,Nickelodeon And Amazon.com Bring Yule Tide Greetings To Shoppers This Holiday Season With Launch Of Three Nick-Themed Boutiques,PRN
25-Nov-13,AMZN-US,TP-LINK Announces Holiday Savings to 40 Percent on Wireless Networking Products,PRN
22-Nov-13,AMZN-US,Give the Gift of Amazon Prime this Holiday,BW
22-Nov-13,AMZN-US,Amazon Original Series Betas Now Available on Prime Instant Video,BW
22-Nov-13,AMZN-US,Amazon's LOVEFiLM Launches Streaming Application on Microsoft's Xbox One,PRNE
21-Nov-13,AMZN-US,Amazon to Create Hundreds of Full-Time Jobs at its New Fulfillment Center in Windsor,BW
21-Nov-13,AMZN-US,Shazam Charts Launch on Amazon MP3,BW
21-Nov-13,AMZN-US,Amazon and A24 Announce Exclusive Content Agreement Making Prime Instant Video the Only Premium Subscription Service to Offer Films from A24,BW
20-Nov-13,AMZN-US,Amazon to Release Deals Every 10 Minutes During Black Friday Week,BW
19-Nov-13,AMZN-US,Amazon Customers Make Alpha House the Most-Watched Show over the Weekend,BW
19-Nov-13,AMZN-US,Goodreads and Kindle FreeTime Now Available on the New Kindle Paperwhite,BW
18-Nov-13,AMZN-US,Amazon to Lease Poland's Largest Logistics Facility from Goodman,PRN
18-Nov-13,AMZN-US,Fire OS 3.1 Now Available,BW
14-Nov-13,AMZN-US,Amazon Web Services Announces Amazon Kinesis,BW
14-Nov-13,AMZN-US,Amazon Web Services Announces Amazon RDS for PostgreSQL,BW
14-Nov-13,AMZN-US,Amazon Introduces Personalized Kindle Accessories,BW
13-Nov-13,AMZN-US,Amazon Web Services Announces Amazon AppStream,BW
13-Nov-13,AMZN-US,Amazon Web Services Introduces Amazon WorkSpaces,BW
13-Nov-13,AMZN-US,SkinPro #BeASkinPro Twitter Party Goes Viral,PMZ
12-Nov-13,AMZN-US,Amazon Web Services Expands Partner Program,BW
10-Nov-13,AMZN-US,"Amazon and the United States Postal Service Now Delivering Packages on Sunday, Making Every Day an Amazon Prime Delivery Day",BW
7-Nov-13,AMZN-US,"Kindle Fire HDX 8.9"" Ships Today",BW
6-Nov-13,AMZN-US,Independent Bookstores Can Now Sell Kindles and Earn 10% from Future Kindle Books Sold,BW
6-Nov-13,AMZN-US,Fashion-Savvy Martian Smartwatches Invade Amazon.com,INW
5-Nov-13,AMZN-US,Amazon Web Services Introduces New Amazon EC2 GPU Instance Type,BW
5-Nov-13,AMZN-US,Amazon Adds Two More Services for Mobile App Developers,BW
4-Nov-13,AMZN-US,Amazon Original Series Alpha House and Betas to Premiere This Month,BW
4-Nov-13,AMZN-US,"On Behalf of Current and Future Kindle Owners Everywhere-Thank You, FAA",BW
1-Nov-13,AMZN-US,"Amazon to Create More Than 1,000 Full-Time Jobs in Kenosha with New Fulfillment Center",BW
1-Nov-13,AMZN-US,Green Coffee Bean Extract Now Available For Purchase on Amazon.com,PRN
1-Nov-13,AMZN-US,Amazon.com Brightens the Season - Launches Black Friday Deals Store and Electronics Holiday Gift Guide,BW
1-Nov-13,AMZN-US,Introducing Kindle First-Exclusive Early Access to New Books,BW
31-Oct-13,AMZN-US,"Introducing ""Kindle Countdown Deals""-Limited-Time Discounts on Kindle-Exclusive Books",BW
31-Oct-13,AMZN-US,Prime Instant Video Greenlights First-Ever Drama Pilots,BW
30-Oct-13,AMZN-US,Amazon Publishing Introduces Day One-A Literary Journal for the Digital Age,BW
30-Oct-13,AMZN-US,"Amazon Launches AmazonSmile - A Simple, Automatic Way For Customers To Support Their Favorite Charitable Organizations",BW
29-Oct-13,AMZN-US,"Kindle MatchBook Now Available - Over 70,000 Books Enrolled, and Counting",BW
29-Oct-13,AMZN-US,Amazon Cloud Player Desktop App Now Available for Mac,BW
29-Oct-13,AMZN-US,"Amazon Announces Plans to Open its Fourth Fulfillment Center in California; Company to Create More Than 1,000 Full-Time Jobs at the New Site in Moreno Valley",BW
24-Oct-13,AMZN-US,Amazon.com Announces Third Quarter Sales up 24% to $17.09 Billion,BW
24-Oct-13,AMZN-US,Revealed: Amazon and GM to Break-Up / Spinoff Units (AMZN / GM) Says TSR (Spinoff Report®),BW
22-Oct-13,AMZN-US,"Amazon to Open Fulfillment Center in Baltimore Creating More Than 1,000 Full-Time Jobs",BW
22-Oct-13,AMZN-US,"More Than 1,000 Full-Time Jobs Coming to Florida as Part of Amazon's Plans to Build Two Fulfillment Centers in Lakeland and Hillsborough County",BW
22-Oct-13,AMZN-US,Amazon and Metro-Goldwyn-Mayer Announce Expanded Content Licensing Agreement for Prime Instant Video,BW
22-Oct-13,AMZN-US,Holiday Toys Galore: Amazon.ca Introduces First-Ever Holiday Toy List,CNW
21-Oct-13,AMZN-US,Infor Adds Amazon Redshift Support for Cloud-Based Business Intelligence,INW
21-Oct-13,AMZN-US,Amazon.com Introduces Holiday Deal Promotions for Third-Party Sellers,BW
18-Oct-13,AMZN-US,Kindle Fire HDX Ships Today,BW
17-Oct-13,AMZN-US,"Amazon Fashion Launches ""Amazon Fashion Studio Sessions""",BW
17-Oct-13,AMZN-US,"Amazon.com Wine Store Introduces Shipping to New York, Michigan, Arizona and Louisiana",BW
16-Oct-13,AMZN-US,1 Million Pixels for a Breakthrough Price-The New Kindle Fire HD Now Available in Canada for CDN$149,CNW
16-Oct-13,AMZN-US,Kindle Fire HDX Now Available in Canada-Powerhouse Tablets Built for Work and Play,CNW
15-Oct-13,AMZN-US,"ADDING MULTIMEDIA Amazon's Annual Holiday Toy List Offers More Deals, More Toys and More Ways to Shop",BW
11-Oct-13,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q3 2013 Earnings Release for 24-October-2013 After Market Hours ET",FCSTEV
11-Oct-13,AMZN-US,Thriving Amazon.com Retailer Creates Jobs for Disabled,PRN
10-Oct-13,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q3 2013 Earnings Call for 24-October-2013 5:00 PM ET",FCSTEV
10-Oct-13,AMZN-US,Amazon.com to Webcast Third Quarter 2013 Financial Results Conference Call,BW
10-Oct-13,AMZN-US,Amazon.com to Acquire TenMarks,BW
10-Oct-13,AMZN-US,Amazon Web Services Announces 'AWS Activate' to Expand Resources Available to Startup Customers in the Cloud,BW
8-Oct-13,AMZN-US,Amazon Launches 'Login and Pay with Amazon' for a Seamless Buying Experience,BW
8-Oct-13,AMZN-US,Amazon Launches Appstore Developer Select - A New Program for Developers,BW
8-Oct-13,AMZN-US,INFRAWARE Launches POLARIS(R) Office on Amazon Appstore,PRN
7-Oct-13,AMZN-US,"Naked Adds Retail Giant, Amazon.com, as Well as International Jock, Huckberry and HisRoom to Its Growing List of Online Retailers",PMZ
7-Oct-13,AMZN-US,"Global Crime-Drama ""Crossing Lines"" to Premiere Exclusively On Amazon's LOVEFiLM",PRNE
3-Oct-13,AMZN-US,Fiberlink Announces Integration with Amazon Fire OS 3.0,PRN
3-Oct-13,AMZN-US,Prime Instant Video Greenlights Three New Pilots,BW
30-Sep-13,AMZN-US,"Amazon Creating 70,000 Full-Time Seasonal Jobs in the U.S. to Fulfill Holiday Orders with Thousands Expected to Become Permanent Employees",BW
30-Sep-13,AMZN-US,Amazon.com and Amazon Web Services are Sued By Personalized Media Communications For Infringing Nine Patents,BW
26-Sep-13,AMZN-US,Amazon.ca Introduces Most Pampered Pets Cities in Canada,CNW
24-Sep-13,AMZN-US,Introducing the Mayday Button-Revolutionary On-Device Tech Support,BW
24-Sep-13,AMZN-US,1 Million Pixels for a Breakthrough Price-Introducing the New $139 Kindle Fire HD,BW
24-Sep-13,AMZN-US,"Introducing Fire OS 3.0 ""Mojito""",BW
24-Sep-13,AMZN-US,Introducing Kindle Fire HDX-Powerhouse Tablets Built for Work and Play,BW
19-Sep-13,AMZN-US,"Amazon Studios Casts Cynthia Nixon, Amy Sedaris, Wanda Sykes and Julie White in Alpha House",BW
19-Sep-13,AMZN-US,Marketing Authority Expert Russ Ruffino Explains How Jeff Bezos Can Save the Washington Post by Giving Massive Value to Customers,BW
18-Sep-13,AMZN-US,Pure Garcinia Cambogia Extract from Zen Health Labs Sells Out Three Weeks after its Launch on Amazon,PRN
18-Sep-13,AMZN-US,"MYHABIT Debuts ""This is MYHABIT"" Campaign Featuring WHIT designer Whitney Pozgay, The Meatball Shop's Michael Chernow, and Purse Blog's Meaghan Mahoney Dusil",PRN
17-Sep-13,AMZN-US,"Amazon's LOVEFiLM and CBS Studios International Announce Exclusive Streaming Deal for ""Under the Dome"" in the UK",PRNE
12-Sep-13,AMZN-US,"Amazon And CBS Corporation Renew Content Licensing Agreement For The Second Season Of ""UNDER THE DOME""",PRN
4-Sep-13,AMZN-US,Amazon's LOVEFiLM Boosts Animated Content With Warner Bros. International Television Distribution Deal,PRNE
3-Sep-13,AMZN-US,Introducing the All-New Kindle Paperwhite-The 6th Generation of Kindle,BW
3-Sep-13,AMZN-US,"Introducing ""Kindle MatchBook"": Soon Customers Will Be Able to Purchase Kindle Editions of Print Books Purchased from Amazon-Past, Present and Future-for $2.99 or Less",BW
30-Aug-13,AMZN-US,"Gigya Collaborates With Amazon to Offer 'Send to Kindle' Sharing to Gigya's Network of More Than 700 Clients, 1.5 Billion Unique Monthly Users",INW
30-Aug-13,AMZN-US,NatureWise Becomes Amazon Best-Selling Weight-Loss Brand with Garcinia Cambogia,PRN
29-Aug-13,AMZN-US,"Amazon Launches Mexico Kindle Store with Over 70,000 eBooks in Spanish and 1,000 titles at Special Prices Starting at MXN$9 (www.amazon.com.mx)-Kindle and Kindle Paperwhite Now Available at Gandhi Stores in Mexico",BW
29-Aug-13,AMZN-US,"Kindle Direct Publishing Now Available for Mexican Authors and Publishers, Enabling Them to Make More Money and Reach a Global Audience",BW
29-Aug-13,AMZN-US,"Amazon's LOVEFiLM Enhances Reality TV, Comedy and Children's Offering With New Viacom International Media Networks Deal",PRNE
27-Aug-13,AMZN-US,Prime Instant Video Greenlights Original Children's Pilot Maker Shack Agency,BW
27-Aug-13,AMZN-US,Amazon Launches Mobile Associates API and Expands In-App Purchasing to Millions of Physical Products on Amazon.com for Kindle Fire and the Amazon Appstore,BW
21-Aug-13,AMZN-US,DonorsChoose.org Teams With Amazon.com To Bring The Largest Selection Of Supplies And Resources To America's Teachers,PRN
21-Aug-13,AMZN-US,"Where Opportunity Is Found in GM, AMZN and LOW",INW
19-Aug-13,AMZN-US,Overstock Offers Books at Amazon Prices With 15 Percent Rewards to Club O Members,PRN
13-Aug-13,AMZN-US,Amazon Web Services Makes Mobile App Development Easier with Amazon SNS Mobile Push,BW
8-Aug-13,AMZN-US,"Special Offer for Shareholders of V, AMZN, TWX and QCOM",INW
7-Aug-13,AMZN-US,Amazon Appstore Now Accepting HTML5 Web Apps - Making It Easy for Developers to Reach Millions of Kindle Fire and Android Customers Worldwide,BW
6-Aug-13,AMZN-US,"Amazon and USAA Deliver Best Online Experience, According to New Temkin Group Research",PRN
6-Aug-13,AMZN-US,Introducing Amazon Art,BW
5-Aug-13,AMZN-US,"AMAZON Beverages, Abundant With Rainforest Superfruit Extracts, Packs Potent Blends With Exceptional Flavor",BW
5-Aug-13,AMZN-US,Premium Kids' TV Series From NBCUniversal Arrive on Amazon's LOVEFiLM,PRNE
3-Aug-13,AMZN-US,"The Real Story Behind V, AMZN, LRY and VIAB",INW
2-Aug-13,AMZN-US,And the Emmy Goes To...Amazon Instant Video!,BW
2-Aug-13,AMZN-US,Charles & Colvard Gains Distribution for Moissanite on Amazon,BW
1-Aug-13,AMZN-US,Overstock.com extends promotion pricing books at least 10 percent below Amazon.com,PRN
1-Aug-13,AMZN-US,Vicoustic USA Inks Agreement with Amazon.com to Provide Innovative Acoustic Solutions,PRN
1-Aug-13,AMZN-US,"Kindle Worlds Expands-Amazon Publishing Announces New License for the Works of Kurt Vonnegut, including Slaughterhouse-Five and Cat's Cradle",BW
31-Jul-13,AMZN-US,"Amazon Announces ""The Kindle Singles Interview"" with President Barack Obama",BW
31-Jul-13,AMZN-US,Prime Instant Video Greenlights Five Additional Kids Pilots,BW
30-Jul-13,AMZN-US,Amazon.ca Unveils the Most Well-Read Cities in Canada,CNW
30-Jul-13,AMZN-US,Amazon's LOVEFiLM Goes Foodie,PRNE
29-Jul-13,AMZN-US,Amazon Book Editors Announce the Big Fall Books Preview,BW
25-Jul-13,AMZN-US,Amazon.com Announces Second Quarter Sales up 22% to $15.70 Billion,BW
25-Jul-13,AMZN-US,"Introducing ""The Kindle Singles Interview""",BW
24-Jul-13,AMZN-US,Ordoro brings Amazon's warehouse expertise to the masses,PRN
23-Jul-13,AMZN-US,IVONA Introduces New Russian Voice Tatyana,BW
12-Jul-13,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q2 2013 Earnings Release for 25-July-2013 After Market Hours ET",FCSTEV
11-Jul-13,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q2 2013 Earnings Call for 25-July-2013 5:00 PM ET",FCSTEV
2-Jul-13,AMZN-US,Amazon.ca Kicks off Summer Reading Season with Best Books of the Year So Far,CNW
24-Jun-13,AMZN-US,Amazon's LOVEFiLM Announces Deal With CBS Studios International in the UK and Germany,PRNE
20-Jun-13,AMZN-US,"Kindle Worlds Is Growing-Amazon Publishing Announces New Licenses from Valiant Entertainment and Best-Selling Authors Hugh Howey, Barry Eisler, Blake Crouch and Neal Stephenson",BW
20-Jun-13,AMZN-US,For the First Time The Walking Dead is Now Available on Amazon's LOVEFiLM,PRNE
17-Jun-13,AMZN-US,"Perfect Trade Setups, How to Play DD, AMZN and IBM",INW
17-Jun-13,AMZN-US,Disney Movies on Demand Arrives on Amazon's LOVEFiLM,PRNE
7-Jun-13,AMZN-US,Introducing Amazon Storyteller-a New Tool to Help Writers and Filmmakers Bring Their Stories to Life,BW
29-May-13,AMZN-US,"Consumer Reports Survey: Abt Electronics, Amazon.com And QVC Top List Of Appliance-Store Ratings",PRN
27-May-13,AMZN-US,AIS Expands Partnership with Amazon and B2B E-Procurement Channel Partners on Select Human Machine Interface Solutions,BW
23-May-13,AMZN-US,"Kindle Fire HD and Kindle Fire HD 8.9"" Now Available For Pre-order For Customers In Canada, Shipping June 13",CNW
22-May-13,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Annual General Meeting for 23-May-2013",FCSTEV
20-May-13,AMZN-US,"The Zacks Analyst Blog Highlights: Amazon.com, Netflix, Apple, Microsoft and Sony",PRN
20-May-13,AMZN-US,"AAPL, FB, GOOG and AMZN added to Nasdaq Active Stock Watch List at EPR",NEWS_ACW
20-May-13,AMZN-US,Apartment Guide Introduces The Latest Real Estate Rental Application For Kindle Fire HD On Amazon,PRN
20-May-13,AMZN-US,12-Year-Old's Fraction Solving App Named Amazon's Free App of the Day,PRN
19-May-13,AMZN-US,Actuate Integrates ActuateOne BI Platform and BIRT on Demand SaaS with Amazon Redshift for Big Data Analytics in the Cloud,PRNA
16-May-13,AMZN-US,"Prime Instant Video Adds Exclusive Subscription Streaming Access to Popular NBCUniversal Shows Covert Affairs, Defiance, Grimm, Hannibal and Suits",BW
10-May-13,AMZN-US,The VIKINGS are Coming... Exclusively to Amazon's LOVEFiLM,PRNE
8-May-13,AMZN-US,"Slash your eBay and Amazon selling costs by sourcing cheap parcel delivery services, says Pacrel2Go",BW
8-May-13,AMZN-US,"The Zacks Analyst Blog Highlights: Amazon.com, Google, Yahoo, Facebook and Barnes & Noble",PRN
7-May-13,AMZN-US,"Philly Enterprise Hackathon Awards $75,000 in Prize Money",BW
6-May-13,AMZN-US,PlayScape™ Partners With Amazon to Provide More Mobile Games and Custom Content,PRN
3-May-13,AMZN-US,"The Zacks Analyst Blog Highlights: Amazon.com, Netflix, Apple, Microsoft and Sony",PRN
2-May-13,AMZN-US,"Before the Crowd, How We Found REGN, AMZN and BAC",INW
29-Apr-13,AMZN-US,"I, Walter release",PRN
26-Apr-13,AMZN-US,"The Zacks Analyst Blog Highlights: Amazon, Netflix, eBay, Groupon and Costco Wholesale",PRN
25-Apr-13,AMZN-US,Do Not Invent and Big Wave Surfing Books Take Five More Awards at Beverly Hills Book Awards,PRN
12-Apr-13,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q1 2013 Earnings Release for 25-April-2013 After Market Hours ET",FCSTEV
12-Apr-13,AMZN-US,Amazon's LOVEFiLM Announces Deal With Warner Bros. International Television Distribution,PRNE
11-Apr-13,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q1 2013 Earnings Call for 25-April-2013 5:00 PM ET",FCSTEV
4-Apr-13,AMZN-US,"The Straight Truth, Investing in PFE, AMZN and OXY",INW
3-Apr-13,AMZN-US,Amazon.co.jp Provides Lexile Measures for English Books,INW
3-Apr-13,AMZN-US,"Amazon AutoRip Extends to Vinyl-Customers Now Receive Free MP3 Versions of Vinyl Records Purchased From Amazon-Past, Present and Future",BW
2-Apr-13,AMZN-US,Amazon and Apple Veteran Joins SquareTrade as VP of Operations,INW
1-Apr-13,AMZN-US,AAPL and AMZN added to NASDAQ Active Stock Decliners Watch List at GSR,NEWS_ACW
28-Mar-13,AMZN-US,Amazon.ca Expands Selection with the Launch of Two New Stores: Beauty and Health & Personal Care,CNW
27-Mar-13,AMZN-US,Amazon Feels the Heat as Argos Tops Search Chart for Cooking Appliances,PRNE
22-Mar-13,AMZN-US,Kids' Favourites from the BBC Come to Amazon's LOVEFiLM,PRNE
18-Mar-13,AMZN-US,"News Recap: Amazon.com, Oracle Corporation, Apple Inc",NEWS_ACW
18-Mar-13,AMZN-US,"Start Making Profits Now With AMZN, WMT, CVX and ISRG",INW
13-Mar-13,AMZN-US,"Amazon Launches Kindle Fire HD 8.9"" in Europe and Japan; Introduces New, Lower Price",BW
12-Mar-13,AMZN-US,Amazon and Facebook to Participate in ChannelAdvisor's 2013 Catalyst Americas Conference,BW
11-Mar-13,AMZN-US,"Stocks Buzz: Amazon.com, Inc, Facebook Inc , Best Buy Co., Inc.",NEWS_ACW
11-Mar-13,AMZN-US,CheapOair Launches Its Award-Winning Flight Search App for Amazon's Kindle Fire,INW
7-Mar-13,AMZN-US,"""Anti-Aging"" Pill Manufacturer SeroVital Sues Amazon for ""Bait and Switch"" Advertising",PRN
1-Mar-13,AMZN-US,Research and Markets: Amazon's Kindle: Dominating the E-book Market While Selling at Cost Price,BW
28-Feb-13,AMZN-US,National PTA and Amazon Team Up to Support Family Reading,INW
28-Feb-13,AMZN-US,"The Real Story Behind AMZN, MMM, LMT and TWX",INW
27-Feb-13,AMZN-US,Amazon Cloud Player App Now Optimized for iPad,BW
27-Feb-13,AMZN-US,Amazon.ca and Quill & Quire Announce Finalists for 2012 Amazon.ca First Novel Award,CNW
26-Feb-13,AMZN-US,"Voltage Security, Provider of Cloud Security Solutions, Joins Amazon Web Services Partner Network",INW
22-Feb-13,AMZN-US,"The Zacks Analyst Blog Highlights: Amazon.com, Rackspace, Microsoft, InterDigital and bebe stores",PRN
22-Feb-13,AMZN-US,Research and Markets: Amazon.com Company Analysis,BW
21-Feb-13,AMZN-US,"Amazon.ca Launches Shopping App for iPhone, iPad, Android & Windows Phone",CNW
19-Feb-13,AMZN-US,"Turn Timing Into Profits With AMZN, NWSA, ABX and FCX",INW
15-Feb-13,AMZN-US,"New Amazon Data Highlights Opportunities for Businesses, Says Parcel2Go",BW
15-Feb-13,AMZN-US,Amazon Web Services Makes Amazon Redshift Available to All Customers,BW
14-Feb-13,AMZN-US,Richard Gorman Predicts Success for Amazon's Used E-Book Market,INW
13-Feb-13,AMZN-US,Amazon and CBS Announce Expanded Content Licensing Agreement,BW
12-Feb-13,AMZN-US,eBay and Amazon.com Under Review: Mail Order Stocks on the Rise,PRN
11-Feb-13,AMZN-US,Amazon and CBS Corporation Announce Content Licensing Agreement for Prime Instant Video To Be Exclusive Online Subscription Home for CBS's Under the Dome,BW
11-Feb-13,AMZN-US,Janis Ian and Audible Studios Win Grammy Award® in Best Spoken Word Album Category for Society's Child,BW
6-Feb-13,AMZN-US,Research and Markets: Amazon - Point of Realization in 2013?,BW
6-Feb-13,AMZN-US,With Glowing Hearts: Amazon.ca Reveals List of Top 20 Most Romantic Cities in Canada,CNW
5-Feb-13,AMZN-US,"The Zacks Analyst Blog Highlights: Amazon.com, Netflix, Comcast, News Corp and Walt Disney",PRN
4-Feb-13,AMZN-US,"Free Research Report on Amazon.com, Inc., Alexion Pharmaceuticals, Inc., iShares Trust and Accenture plc",INW
1-Feb-13,AMZN-US,"Prime Instant Video to be the Exclusive Subscription Streaming Home for Carnival/Masterpiece Co-Production ""Downton Abbey"" on PBS",BW
30-Jan-13,AMZN-US,Amazon Announces Sharp Drop in Profits -- Finspreads,INW
29-Jan-13,AMZN-US,Amazon Web Services Launches Amazon Elastic Transcoder,BW
28-Jan-13,AMZN-US,Cushman & Wakefield | Commerce Reports Continued Recovery for Seattle Commercial Real Estate Market in Q4,INW
25-Jan-13,AMZN-US,"Best-Selling Author Stephen King Publishes Kindle Single ""Guns,"" Available Exclusively in the Kindle Store-You Won't Find it Anywhere Else",BW
25-Jan-13,AMZN-US,Strong Earnings and Positive Economic Data Sends S&P 500 Index to 5-Year High,INW
24-Jan-13,AMZN-US,"Grand Cru, LogMyCalls, MortarData and TraceLink Named Winners of the Sixth Amazon Web Services Global Start-Up Challenge, Receive $100,000 in Cash and AWS Service Credits",BW
24-Jan-13,AMZN-US,Amazon Web Services Names Smartronix Premier Partner,INW
24-Jan-13,AMZN-US,Amazon.com Announces Acquisition of IVONA Software,BW
24-Jan-13,AMZN-US,"Amazon's Sales Tax Strategy - Research Report on Amazon.com, Inc.",PRN
23-Jan-13,AMZN-US,Kindle Paperwhite and Kindle Now Available on Amazon.ca,CNW
23-Jan-13,AMZN-US,"Why Groupon May Hold Leverage over Amazon - Research Report on Groupon, Inc. and Amazon.com Inc.",PRN
17-Jan-13,AMZN-US,"Netflix, Time Warner, Sony's, Amazon.com and Walt Disney highlighted in Zacks Analyst Blog",PRN
17-Jan-13,AMZN-US,Amazon Web Services (AWS) Direct Connect Now Available to Telx Clients Nationally,INW
17-Jan-13,AMZN-US,Amazon MP3 Store Now Optimized for iPhone and iPod touch: Amazon's 22-Million Song Catalog Available to iPhone and iPod touch Users for the First Time,BW
16-Jan-13,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q4 2012 Earnings Release for 29-January-2013 After Market Hours ET",FCSTEV
16-Jan-13,AMZN-US,Online Retailers Triggers Technical Research as Momentum Builds for 2013,PRN
15-Jan-13,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q4 2012 Earnings Call for 29-January-2013 5:00 PM ET",FCSTEV
15-Jan-13,AMZN-US,Amazon.com to Webcast Fourth Quarter 2012 Financial Results Conference Call,BW
15-Jan-13,AMZN-US,AlienVault Unified Security Management Platform Provides Security Visibility for Amazon EC2,BW
14-Jan-13,AMZN-US,Amazon Instant Video Now Available on Nintendo's Wii Console,BW
10-Jan-13,AMZN-US,"Introducing ""Amazon AutoRip"" - Customers Now Receive Free MP3 Versions of CDs Purchased From Amazon - Past, Present and Future",BW
8-Jan-13,AMZN-US,"Critical Alerts For Amazon.com, Whole Foods, Georgia Gulf, Toll Brothers, and ServiceNow Released By InvestorsObserver",PRN
8-Jan-13,AMZN-US,"Zacks Bull and Bear of the Day Highlights: Dillard's, NYSE Euronext, Amazon.com, Netflix and Apple",PRN
8-Jan-13,AMZN-US,"Amazon to Open Fulfillment Center in Robbinsville, Creating Hundreds of Jobs",BW
7-Jan-13,AMZN-US,A10 Networks Announces Advanced Application Delivery with SoftAX for Amazon Web Services (AWS),BW
4-Jan-13,AMZN-US,Amazon Announces Prime Instant Video Licensing Agreement with A+E Networks,BW
2-Jan-13,AMZN-US,Amazon Marketplace Sellers Enjoy High Growth Holiday Season,BW
27-Dec-12,AMZN-US,"For the Eighth Consecutive Year, Amazon Ranks #1 in Customer Satisfaction During the Holiday Shopping Season",BW
21-Dec-12,AMZN-US,Amazon Web Services Introduces New Amazon EC2 High Storage Instance Family,BW
20-Dec-12,AMZN-US,Prime Instant Video Greenlights Six Original Series Pilots for Production,BW
18-Dec-12,AMZN-US,"Brilliance Expands to Full Service Publisher with Launch of Inspiration Imprint ""Grand Harbor Press""",BW
17-Dec-12,AMZN-US,Amazon Announces Exclusive Prime Instant Video Licensing Agreements with Turner Broadcasting and Warner Bros. Domestic Television Distribution for Two of TNT's Hit Series,BW
16-Dec-12,AMZN-US,GATSBY MOVING RUBBER Limited Edition Trial Set Now Available on Amazon U.S.,PRN
14-Dec-12,AMZN-US,Amazon.com Announces Best-Selling Books of 2012,BW
