HZNPdate,HZNPnews,HZNPsource
01/12/16,Horizon Pharma plc Raises Full-Year 2016 Net Sales and Adjusted EBITDA Guidance Based on Expected Close of the Crealta Holdings LLC Acquisition,INW
01/06/16,Horizon Pharma plc to Present at the 34th Annual J.P. Morgan Healthcare Conference,INW
01/04/16,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering RAVICTI(R) (Glycerol Phenylbutyrate) Oral Liquid,INW
12/17/15,Horizon Pharma Plc(HZNP-US) Schedules J.P. Morgan Health Care Conference for 13-January-2016 2:30 PM ET,FCSTTS
12/17/15,Horizon Pharma plc to Present at the 34th Annual J.P. Morgan Healthcare Conference,INW
12/16/15,Illinois Biotechnology Industry Organization Announces Horizon Pharma Chairman and CEO Timothy P. Walbert as New Chairman,BW
12/14/15,Horizon Pharma plc and Fox Chase Cancer Center Temple Health Initiate Phase 1 Study to Evaluate ACTIMMUNE(R) (interferon gamma-1b) in Combination With Nivolumab in Patients With Advanced Solid Tumors,INW
12/11/15,Horizon Pharma Plc(HZNP-US) Schedules Acquisition of Crealta Holdings LLC by Horizon Pharma Plc Call for 11-December-2015 8:00 AM ET,FCSTEV
12/11/15,Horizon Pharma plc to Acquire Crealta Holdings LLC in All Cash Acquisition,INW
12/01/15,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering PENNSAID(R) 2%,INW
11/30/15,Horizon Pharma plc Receives European Commission Approval for RAVICTI(R) (glycerol phenylbutyrate) Oral Liquid for the Treatment of Urea Cycle Disorders in Patients Two Months of Age and Older,INW
11/25/15,"Covered Call Alerts For Freeport-McMoRan, Chevron, Johnson & Johnson, Nabors Industries and Horizon Pharma Released By InvestorsObserver",PRN
11/19/15,Depomed Comments on Horizon Withdrawal of Offer to Acquire Company,PRN
11/19/15,"Horizon Pharma plc Withdraws Offer to Acquire Depomed, Inc.",INW
11/19/15,Horizon Pharma Plc(HZNP-US) Schedules Piper Jaffray Healthcare Conference for 1-December-2015 2:00 PM ET,FCSTEV
11/19/15,Horizon Pharma Plc(HZNP-US) Schedules Bank of America Merrill Lynch Leveraged Finance Conference for 3-December-2015 10:50 AM ET,FCSTTS
11/19/15,Horizon Pharma plc to Present at Two Conferences in December,INW
11/13/15,"Horizon Pharma plc Provides Update on Shareholders Meeting Related to the Proposed Acquisition of Depomed, Inc.",INW
11/13/15,Horizon Pharma plc Selected as One of Chicago Tribune's Top Workplaces in 2015,INW
11/13/15,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering VIMOVO(R) (naproxen/esomeprazole) Delayed Release Tablets,INW
11/11/15,EQUITY ALERT: Rosen Law Firm Announces Investigation of Securities Claims Against Horizon Pharma plc,BW
11/11/15,"INVESTOR ALERT: Levi & Korsinsky, LLP Announces the Commencement of an Investigation Involving Possible Securities Fraud Violations by Horizon Pharma plc and Certain Officers and Directors-- HZNP",PRN
11/11/15,Horizon Pharma plc Provides Comment on Express Scripts' Business Practices,INW
11/11/15,Horizon Pharma plc Announces Collaboration With Alliance for Lupus Research to Study RAYOS(R) (prednisone) Delayed-Release Tablets in Systemic Lupus Erythematosus,INW
11/10/15,Horizon Pharma plc Responds to Express Scripts Lawsuit and Recent Allegations,INW
11/09/15,Horizon Pharma plc Announces 2016 Net Sales and Adjusted EBITDA Guidance; Reviews 2020 Long-Range Plan,INW
11/06/15,"Covered Call Alerts For Frontier Communications Corp, SolarEdge Technologies, Horizon Pharma, ABIOMED and Second Sight Medical Products Inc. Released By InvestorsObserver",PRN
11/06/15,Horizon Pharma plc Announces Exceptional Third-Quarter 2015 Financial Results and Significantly Raises Full-Year 2015 Sales and Adjusted EBITDA Guidance,INW
11/05/15,Horizon Pharma plc Announces Clinical Data to Be Presented at the 2015 ACR/ARHP Annual Meeting,INW
11/04/15,Horizon Pharma Plc(HZNP-US) Schedules Jefferies Global Health Care Conference for 19-November-2015 5:00 AM ET,FCSTTS
11/04/15,Horizon Pharma Plc(HZNP-US) Schedules Goldman Sachs US Emerging & SMID Cap Growth Conference for 19-November-2015 9:20 AM ET,FCSTEV
11/04/15,Horizon Pharma Plc(HZNP-US) Schedules Stifel Health Care Conference for 18-November-2015 10:15 AM ET,FCSTEV
11/04/15,Horizon Pharma plc to Present at Three Conferences in November,INW
11/03/15,ISS and Glass Lewis Recommend Horizon Pharma Shareholders Vote AGAINST the Issuance of Horizon Shares in Connection with Horizon's Attempted Takeover of Depomed,PRN
11/02/15,Horizon Pharma Plc(HZNP-US) Schedules Investor Day for 9-November-2015 11:30 AM ET,FCSTTS
11/02/15,"Horizon Pharma plc to Host Investor Day on November 9, 2015",INW
10/27/15,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering VIMOVO(R) (naproxen/esomeprazole) Delayed Release Tablets,INW
10/26/15,"Horizon Pharma plc Extends Offer to Acquire Depomed, Inc.",INW
10/22/15,Horizon Pharma plc Corrects Misinformation in the Marketplace,INW
10/22/15,"Covered Call Alerts For Chipotle Mexican Grill, Horizon Pharma, Abbott Laboratories, Bank of America and Amgen Released By InvestorsObserver",PRN
10/22/15,Depomed Comments on Recent Reports Regarding Horizon Pharma's Business Model,PRN
10/22/15,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering PENNSAID(R) (diclofenac sodium topical solution) 2%,INW
10/21/15,Horizon Pharma plc Provides Update on Relationship With Specialty Pharmacies,INW
10/21/15,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Horizon Pharma plc - HZNP,NEWS_ACW
10/21/15,Horizon Pharma plc Announces Favorable Markman Ruling in RAVICTI(R) (glycerol phenylbutyrate) Oral Liquid Patent Infringement Lawsuit,INW
10/20/15,"HZNP SHAREHOLDER ALERT: Levi & Korsinsky, LLP Announces the Commencement of an Investigation Involving Possible Securities Fraud Violations by Horizon Pharma plc and Certain Officers and Directors",BW
10/16/15,Horizon Pharma Plc(HZNP-US) Schedules Q3 2015 Earnings Call for 6-November-2015 8:00 AM ET,FCSTTS
10/16/15,Horizon Pharma Plc(HZNP-US) Schedules Q3 2015 Earnings Release for 6-November-2015,FCSTEV
10/16/15,"Horizon Pharma plc to Host Third Quarter 2015 Conference Call and Webcast on November 6, 2015",INW
10/15/15,Depomed Issues Statement,PRN
10/15/15,Horizon Pharma Plc(HZNP-US) Schedules Extraordinary Shareholders Meeting for 13-November-2015 10:00 AM ET,FCSTTS
10/15/15,Horizon Pharma plc Files Definitive Proxy Statement for Extraordinary General Meeting of Horizon Pharma Shareholders,INW
10/13/15,Horizon Pharma plc Files Preliminary Proxy Materials for Special Meetings,INW
10/13/15,Timothy P. Walbert Joins Sucampo's Board of Directors,PMZ
10/09/15,Horizon Pharma plc Chairman and Chief Executive Officer Timothy P. Walbert Inducted Into Chicago Area Entrepreneurship Hall of Fame at UIC Institute for Entrepreneurial Studies,INW
10/07/15,Horizon Pharma plc Announces That Three of the Leading Proxy Advisory Firms Recommend That Depomed Shareholders Provide Consent FOR the Special Meetings Requests,INW
10/05/15,Horizon Pharma plc Announces Expansion and Relocation of U.S. Corporate Headquarters,INW
10/02/15,Horizon Pharma plc Announces Settlement of RAYOS(R) (prednisone) Delayed-Release Tablets Patent Litigation With Actavis Laboratories FL Inc.,INW
09/29/15,"Horizon Pharma plc Announces Leading Proxy Advisory Service, Glass Lewis & Co., Recommends Depomed Shareholders Provide Consent FOR the Two Special Meeting Requests",INW
09/28/15,Institutional Shareholder Services (ISS) Recommends Depomed Shareholders Provide Consent FOR the Two Special Meeting Requests,INW
09/28/15,Depomed Issues Statement on ISS Report,PRN
09/25/15,Horizon Pharma plc Receives Positive CHMP Opinion for RAVICTI(R) (Glycerol Phenylbutyrate) Oral Liquid for the Treatment of Urea Cycle Disorders in Patients Greater Than Two Months of Age,INW
09/22/15,Diplomat Addresses Unusual Market Activity,PRN
09/14/15,Depomed's Board of Directors Rejects Horizon Pharma plc's Unsolicited Exchange Offer,PRN
09/10/15,"Horizon Pharma plc Has Commenced Solicitation of Depomed, Inc. Shareholders for Calling of Special Meetings",INW
09/09/15,Accenture Selected to Help Transform Horizon Pharma's Business Operations,BW
09/09/15,Horizon Pharma Plc(HZNP-US) Schedules Morgan Stanley Global Health Care Conference for 17-September-2015 5:15 PM ET,FCSTTS
09/09/15,Horizon Pharma plc to Present at the Morgan Stanley Global Healthcare Conference,INW
09/08/15,Depomed Issues Statement on Horizon Pharma plc's Unsolicited Exchange Offer,PRN
09/08/15,"Horizon Pharma plc Commences Exchange Offer to Acquire All Depomed, Inc. Common Shares",INW
09/02/15,"Critical Alerts For Apple, United Continental Holdings, Windstream, Horizon Pharma and Alexion Pharmaceuticals Released By InvestorsObserver",PRN
09/02/15,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering PENNSAID(R) (Diclofenac Sodium Topical Solution) 2%,INW
08/27/15,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering PENNSAID(R) 2%,INW
08/20/15,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering VIMOVO(R) (Naproxen/Esomeprazole) Delayed Release Tablets,INW
08/19/15,Depomed's Board of Directors Unanimously Rejects Revised Proposal from Horizon Pharma plc,PRN
08/19/15,Horizon Pharma plc to Amend Preliminary Solicitation Statement to Include Proposed Nominees for Depomed's Board,INW
08/13/15,Depomed Comments on Horizon Pharma plc Letter,PRN
08/13/15,"Horizon Pharma plc Sends Letter to Depomed, Inc Board of Directors",INW
08/07/15,"Horizon Pharma plc Names George Hampton Executive Vice President, Global Orphan Business Unit and International Operations",INW
08/07/15,Horizon Pharma plc Announces Record Second Quarter 2015 Financial Results,INW
08/07/15,Depomed Sends Letter to Horizon Pharma,PRN
08/03/15,Depomed Comments on Horizon Pharma Announcement,PRN
08/03/15,"Critical Alerts For Opko Health, Horizon Pharma, Fortress Biotech, CyberArk Software and Virgin America Released By InvestorsObserver",PRN
08/03/15,"Horizon Pharma plc Commences Process to Request a Special Meeting of Depomed, Inc. Shareholders",INW
07/31/15,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering PENNSAID(R) (diclofenac sodium topical solution) 2%,INW
07/29/15,"Depomed's Board of Directors Unanimously Rejects Purported Revised, Highly Conditional, Unsolicited Proposal from Horizon Pharma plc",PRN
07/27/15,Horizon Pharma plc Announces Collaboration With Fox Chase Cancer Center to Study ACTIMMUNE(R) (interferon gamma-1b) in Combination With PD-1/PD-L1 Inhibitors in Various Forms of Cancer,INW
07/21/15,"Depomed Confirms Receipt of Purported Revised, Highly Conditional, Unsolicited Proposal from Horizon Pharma plc",PRN
07/21/15,"Horizon Pharma plc Increases Offer for Depomed, Inc. to $33.00 per Share",INW
07/20/15,Horizon Pharma Plc(HZNP-US) Schedules Q2 2015 Earnings Call for 7-August-2015 8:00 AM ET,FCSTEV
07/20/15,Horizon Pharma Plc(HZNP-US) Schedules Q2 2015 Earnings Release for 7-August-2015,FCSTEV
07/20/15,Horizon Pharma plc Expects Record Net Sales Results for Second Quarter 2015 and Raises Full-Year 2015 Net Sales and Adjusted EBITDA Guidance,INW
07/17/15,"Critical Alerts For Chesapeake Energy, Starbucks, Horizon Pharma, Halozyme Therapeutics and Citigroup Released By InvestorsObserver",PRN
07/13/15,Horizon Pharma plc Responds to Depomed's Adoption of a Poison Pill,INW
07/09/15,New Studies & Research Evaluating Stem Cell Therapy Treatments for Bone Marrow Diseases & Conditions Look to Identify Next-Generation Therapies For New Pre-Clinical and Phase I/II Clinical Trials,PRN
07/09/15,"Horizon Pharma plc Names Tina E. Ventura Vice President, Investor Relations",INW
07/07/15,Depomed Confirms Receipt of Unsolicited Proposal from Horizon Pharma plc,PRN
07/07/15,"Horizon Pharma Plc(HZNP-US) Schedules Acquisition of Depomed, Inc by Horizon Pharma plc Call for 7-July-2015 8:30 AM ET",FCSTTS
07/07/15,"Horizon Pharma plc Proposes to Acquire Depomed, Inc. for $29.25 per Share in an All-Stock Transaction, Representing a 42 Percent Premium to Depomed's Shareholders",INW
07/06/15,"Critical Alerts For Seadrill, Health Net Inc., American Airlines, Horizon Pharma and bluebird bio Inc. Released By InvestorsObserver",PRN
07/06/15,Horizon Pharma plc Files Patent Infringement Lawsuits Against Five Companies for Filing Abbreviated New Drug Applications for PENNSAID(R) (Diclofenac Sodium Topical Solution) 2%,INW
07/02/15,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering PENNSAID(R) (Diclofenac Sodium Topical Solution) 2%,INW
06/23/15,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering RAVICTI(R) (Glycerol Phenylbutyrate) Oral Liquid,INW
06/18/15,"Critical Alerts For Esperion Therapeutics, Ambarella, Horizon Pharma, Universal Display Corporation and Vale Released By InvestorsObserver",PRN
06/16/15,Horizon Pharma Plc(HZNP-US) Schedules JMP Securities Health Care Conference for 23-June-2015 11:30 AM ET,FCSTEV
06/16/15,Horizon Pharma plc Updates Presentation Time at the JMP Securities 2015 Life Sciences Conference,INW
06/05/15,Horizon Pharma plc Initiates Phase 3 Trial of ACTIMMUNE(R) (interferon gamma-1b) for the Treatment of People With Friedreich's Ataxia,INW
06/01/15,"Critical Alerts For MannKind, Horizon Pharma, Altera, Orexigen Therapeutics and Windstream Released By InvestorsObserver",PRN
05/21/15,Horizon Pharma Plc(HZNP-US) Schedules Jefferies Global Healthcare Conference for 4-June-2015 11:00 AM ET,FCSTTS
05/21/15,Horizon Pharma plc to Participate in Two Conferences in June,INW
05/08/15,Horizon Pharma plc Announces First Quarter 2015 Financial Results and Increases 2015 Guidance,INW
05/08/15,Horizon Pharma plc Names Brian K. Beeler Executive Vice President and General Counsel,INW
05/08/15,Horizon Pharma plc Announces Settlement of PENNSAID(R) 2% Patent Litigation With Perrigo Company plc,INW
05/07/15,"Horizon Pharma plc Completes Acquisition of Hyperion Therapeutics, Inc.",INW
05/06/15,Horizon Pharma plc Announces Results of Tender Offer,INW
05/04/15,Horizon Pharma Plc(HZNP-US) Schedules Bank of America Merrill Lynch Health Care Conference for 12-May-2015 7:20 PM ET,FCSTEV
05/04/15,Horizon Pharma plc to Participate in Two Conferences in May,INW
05/01/15,Horizon Pharma Plc(HZNP-US) Schedules UBS Global Health Care Conference for 18-May-2015 1:00 PM ET,FCSTEV
05/01/15,"Horizon Pharma plc Names John B. Thomas Executive Vice President, Strategy and Investor Relations",INW
04/30/15,"Morning Briefing on Pharma Equities -- Mylan, Actavis, Zoetis, Horizon Pharma, and Medicines",PRN
04/30/15,Horizon Pharma plc Announces Waiver of Financing Proceeds Condition,INW
04/29/15,"Horizon Pharma plc Announces Expiration of HSR Waiting Period for Proposed Hyperion Therapeutics, Inc. Acquisition",INW
04/28/15,PhRMA Names Horizon Pharma plc Chairman and CEO Timothy P. Walbert to Board of Directors,INW
04/27/15,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering PENNSAID(R) 2%,INW
04/24/15,Horizon Pharma plc Announces Pricing of Private Offering of Senior Notes,INW
04/24/15,Horizon Pharma Plc(HZNP-US) Schedules Q1 2015 Earnings Call for 8-May-2015 8:00 AM ET,FCSTTS
04/24/15,Horizon Pharma Plc(HZNP-US) Schedules Q1 2015 Earnings Release for 8-May-2015,FCSTEV
04/24/15,"Horizon Pharma plc to Host First Quarter 2015 Conference Call and Webcast on May 8, 2015",INW
04/22/15,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering RAYOS(R) (Prednisone) Delayed-Release Tablets,INW
04/21/15,"A Look at the Health of the HealthCare Sector: Complementary Research on Horizon Pharma, Enzon Pharmaceuticals, Momenta Pharmaceuticals, Athersys, and Pernix Therapeutics",PRN
04/21/15,Horizon Pharma plc Announces Closing of Public Offering of Ordinary Shares and Full Exercise of Underwriters' Option to Purchase Additional Shares,INW
04/20/15,Horizon Pharma plc Announces Proposed Private Offering of Senior Notes and Intention to Enter Into New Term Loan Facility,INW
04/17/15,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering PENNSAID(R) 2%,INW
04/15/15,Horizon Pharma plc Announces Pricing of Public Offering of Ordinary Shares,INW
04/13/15,Horizon Pharma plc Announces Proposed Public Offering of Ordinary Shares,INW
04/10/15,Horizon Pharma plc Receives FDA Fast Track Designation for ACTIMMUNE(R) in the Treatment of Friedreich's Ataxia,INW
04/09/15,"Horizon Pharma plc Names Geoffrey M. Curtis Group Vice President, Corporate Communications",INW
04/09/15,Horizon Pharma Plc(HZNP-US) Schedules Annual General Meeting for 6-May-2015,FCSTTS
03/30/15,"Robbins Arroyo LLP: Acquisition of Hyperion Therapeutics, Inc. (HPTX) by Horizon Pharma plc (HZNP) May Not Be in Shareholders' Best Interests",PRN
03/30/15,"HYPERION THERAPEUTICS, INC. SHAREHOLDER ALERT: Rigrodsky & Long, P.A. Announces Investigation Of Buyout",PRN
03/30/15,Horizon Pharma Plc(HZNP-US) Schedules Acquisition of Hyperion Therapeutics Inc by Horizon Pharma plc Call for 30-March-2015 8:00 AM ET,FCSTEV
03/30/15,"Horizon Pharma plc to Acquire Hyperion Therapeutics, Inc. for $46.00 per Share or $1.1 Billion in Cash",INW
03/25/15,"Technical Analysis on Pharma Equities -- Zoetis, Horizon Pharma, Valeant Pharma Intl., Actavis, and Medicines",PRN
03/13/15,"Horizon Pharma plc Closes Offering of $400 Million of 2.50% Exchangeable Senior Notes, Including Exercise in Full of Option to Purchase Additional Notes",INW
03/07/15,Horizon Pharma plc Announces That Pre-Clinical Data Show Treatment With Interferon Gamma Improved Signs of Disease Severity of Rare Bone Disease,INW
03/06/15,Horizon Pharma plc Prices Offering of $350 Million of 2.50% Exchangeable Senior Notes,INW
03/04/15,Horizon Pharma plc Announces Proposed Offering of $300 Million of Exchangeable Senior Notes,INW
02/27/15,Horizon Pharma plc Announces Fourth Quarter and Full Year 2014 Financial Results and Raises Guidance for 2015,INW
02/26/15,Horizon Pharma Plc(HZNP-US) Schedules BIO Europe Spring Conference for 10-March-2015 10:15 AM ET,FCSTEV
02/24/15,Horizon Pharma plc to Present at the Cowen and Company 35th Annual Health Care Conference,INW
02/23/15,Horizon Pharma Plc(HZNP-US) Schedules Q4 2014 Earnings Call for 27-February-2015 8:00 AM ET,FCSTTS
02/23/15,Horizon Pharma Plc(HZNP-US) Schedules Q4 2014 Earnings Release for 27-February-2015,FCSTTS
02/23/15,Horizon Pharma plc Celebrates Official Opening of New Global Corporate Headquarters in Dublin,INW
02/17/15,Horizon Pharma plc Expands U.S. Headquarters With Opening of Chicago Office,INW
02/13/15,"Technical Notes Covering Pharma Equities -- Valeant Pharma Intl., Salix Pharma, Medicines, Hospira, and Horizon Pharma",PRN
02/13/15,Horizon Pharma plc Submits Investigational New Drug Application for ACTIMMUNE(R) in the Treatment of Friedreich's Ataxia,INW
02/11/15,Horizon Pharma Plc(HZNP-US) Schedules Cowen & Co. Health Care Conference for 2-March-2015 2:10 PM ET,FCSTTS
02/04/15,Horizon Pharma plc Announces Issuance of VIMOVO(R) Related Patent with Protection to 2031 from United States Patent and Trademark Office,INW
02/03/15,Horizon Pharma Plc(HZNP-US) Schedules Leerink Global Health Care Conference for 12-February-2015 3:05 PM ET,FCSTTS
01/29/15,Horizon Pharma plc to Participate in Two Conferences in February,INW
01/28/15,"Horizon Pharma plc to Host Fourth Quarter 2014 Conference Call and Webcast on February 27, 2015",INW
01/23/15,Horizon Pharma plc (Nasdaq: HZNP) to Ring The Nasdaq Stock Market Opening Bell,PMZ
01/20/15,Horizon Pharma Plc(HZNP-US) Schedules BIO CEO & Investor Conference for 10-February-2015 1:30 PM ET,FCSTTS
01/13/15,Horizon Pharma Plc(HZNP-US) Schedules J.P. Morgan Health Care Conference - Q&A for 13-January-2016 3:00 PM ET,FCSTEV
01/12/15,Horizon Pharma plc Provides Business Update,INW
12/29/14,"What's Buzzing on Street: New Research on CorMedix, American Apparel, Horizon, Nike and Amazon",PRN
12/29/14,"Technical Commentary on Pharma Stocks -- AstraZeneca, Horizon Pharma, Valeant Pharma Intl., Exact Sciences, and Novo Nordisk",PRN
12/24/14,"Horizon Pharma plc Files Patent Infringement Lawsuit Against Watson Laboratories, Inc. for Filing an ANDA Against PENNSAID(R) 2%",INW
11/26/14,"Pharma Stocks Highlight - VIVUS, Horizon Pharma, Endocyte, Johnson and Johnson, and Theravance",PRN
11/24/14,Horizon Pharma Plc(HZNP-US) Schedules Piper Jaffray Healthcare Conference for 3-December-2014 1:30 PM ET,FCSTEV
11/24/14,Horizon Pharma plc to Present at the 26th Annual Piper Jaffray Healthcare Conference,INW
11/18/14,Horizon Pharma plc Announces Presentation of Data Showing Unmet Need in Rheumatoid Arthritis and the Positive Effect of RAYOS(R) (Prednisone) Delayed-Release Tablets in Reducing Joint Stiffness of RA Throughout the Day,INW
11/14/14,Horizon Pharma plc Announces Pricing of Secondary Offering of Ordinary Shares by Selling Shareholders,INW
11/13/14,Horizon Pharma plc Announces Proposed Secondary Offering of Ordinary Shares by Selling Shareholders,INW
11/12/14,Horizon Pharma plc Announces Clinical Data on RAYOS(R) (Prednisone) Delayed-Release Tablets and VIMOVO(R) (Naproxen/Esomeprazole Magnesium) to Be Presented at the American College of Rheumatology Annual Meeting,INW
11/12/14,Horizon Pharma Plc(HZNP-US) Schedules Stifel Healthcare Conference for 18-November-2014 4:45 PM ET,FCSTEV
11/12/14,Horizon Pharma plc Announces Favorable Markman Ruling in RAYOS(R) (prednisone) Delayed-Release Tablets Patent Infringement Litigation,INW
11/11/14,Horizon Pharma plc to Present at the Stifel 2014 Healthcare Conference,INW
11/06/14,Horizon Pharma plc Reports Third Quarter 2014 Financial Results and Raises Guidance for 2014 and 2015,INW
11/06/14,Horizon Pharma plc Appoints John J. Kody as Executive Vice President and Chief Commercial Officer,INW
10/31/14,Horizon Pharma plc Announces DUEXIS(R) Selected as Winner of Chicago Innovation Award,INW
10/21/14,Horizon Pharma Plc(HZNP-US) Schedules Q3 2014 Earnings Release for 6-November-2014,FCSTEV
10/21/14,Horizon Pharma Plc(HZNP-US) Schedules Q3 2014 Earnings Call for 6-November-2014 8:00 AM ET,FCSTEV
10/21/14,"Horizon Pharma plc to Host Third Quarter 2014 Conference Call and Webcast on November 6, 2014",INW
10/21/14,"Equities Updates on Pharma Industry - Mylan, Horizon Pharma, Hospira, VIVUS, and Endocyte",PRN
10/17/14,Horizon Pharma Plc(HZNP-US) Schedules Acquisition of U.S. Rights to PENNSAID(R) 2% From Nuvo Research Inc by Horizon Pharma Plc Call for 17-October-2014 8:00 AM ET,FCSTEV
10/17/14,Horizon Pharma plc Announces Acquisition of U.S. Rights to PENNSAID(R) 2% From Nuvo Research Inc.,INW
10/17/14,Nuvo Research¬ Sells PENNSAID¬ 2% U.S. Rights for US$45 Million to Horizon Pharma,CNW
10/13/14,Horizon Pharma plc Reviews Future ACTIMMUNE(R) Opportunities at Analyst Day,INW
10/09/14,Horizon Pharma plc Announces Presentation of ACTIMMUNE(R) Phase 2 Data in Friedreich's Ataxia,INW
10/03/14,Horizon Pharma plc Receives Orphan-Drug Designation for ACTIMMUNE(R) (Interferon gamma-1b) in Friedreich's Ataxia,INW
10/01/14,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of Additional Notice of Allowance With Claims Covering VIMOVO(R) (naproxen/esomeprazole) Delayed Release Tablets,INW
09/26/14,Horizon Pharma plc Announces Management Executive Committee and Commercial Restructuring Following Close of Acquisition of Vidara Therapeutics International plc,INW
09/23/14,Horizon Pharma Plc(HZNP-US) Schedules Analyst Day for 13-October-2014 5:00 PM ET,FCSTEV
09/23/14,"Horizon Pharma plc to Host Friedreich's Ataxia Analyst Day on October 13, 2014",INW
09/22/14,Horizon Pharma to Present at the 21st Annual NewsMakers in the Biotech Industry Conference,INW
09/19/14,Horizon Pharma plc Announces Board of Directors Following Closing of Acquisition of Vidara Therapeutics International plc,INW
09/19/14,Horizon Pharma Completes Acquisition of Vidara Therapeutics International plc,INW
09/18/14,Horizon Pharma Announces Stockholder Approval of Its Acquisition of Vidara Therapeutics International plc and Expected Transaction Closing on September 19th,INW
09/16/14,Horizon Pharma Plc(HZNP-US) Schedules BioCentury NewsMakers in the Biotech Industry Conference for 26-September-2014 11:00 AM ET,FCSTEV
09/02/14,Horizon Pharma to Present at the Morgan Stanley Global Healthcare Unplugged Conference 2014,INW
08/27/14,Horizon Pharma Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering RAYOS(R) (Prednisone) Delayed-Release Tablets,INW
08/21/14,Horizon Pharma Plc(HZNP-US) Schedules Morgan Stanley Healthcare Conference for 8-September-2014 8:45 AM ET,FCSTEV
08/13/14,Horizon Pharma Announces U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering VIMOVO(R) (naproxen / esomeprazole) Delayed Release Tablets,INW
08/08/14,Horizon Therapeutics Plc(HZNP-US) Schedules Extraordinary Shareholders Meeting - M&A Vote for 18-September-2014 9:00 AM ET,FCSTEV
08/08/14,Horizon Pharma Announces Effectiveness of S-4 Registration Statement for Acquisition of Vidara Therapeutics International Public Company Limited,INW
08/07/14,Horizon Pharma Reports Second Quarter 2014 Financial Results and Provides Business Update,INW
08/05/14,Horizon Pharma Announces the U.S. Patent and Trademark Office Issuance of Additional Notices of Allowance With Claims Covering VIMOVO(R) (Naproxen / Esomeprazole) Delayed Release Tablets,INW
07/29/14,Horizon Pharma Plc(HZNP-US) Schedules Q2 2014 Earnings Release for 7-August-2014,FCSTEV
07/29/14,Horizon Pharma Plc(HZNP-US) Schedules Q2 2014 Earnings Call for 7-August-2014 8:00 AM ET,FCSTEV
07/29/14,"Horizon Pharma to Host Conference Call and Webcast to Discuss Second Quarter 2014 Financial Results on August 7, 2014",INW
06/19/14,Horizon Pharma Announces Execution of $300 Million Senior Secured Credit Agreement in Connection With the Proposed Acquisition of Vidara,INW
06/18/14,Horizon Pharma Announces Robert J. De Vaere to Retire and Names Paul W. Hoelscher Chief Financial Officer,INW
06/17/14,Horizon Pharma Plc(HZNP-US) Schedules JMP Securities Healthcare Conference for 24-June-2014 11:30 AM ET,FCSTEV
06/17/14,Horizon Pharma to Present at the JMP Securities Healthcare Conference 2014,INW
06/06/14,Horizon Pharma Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),INW
06/03/14,Horizon Pharma Plc(HZNP-US) Schedules Annual General Meeting for 27-June-2014,FCSTEV
05/27/14,Horizon Pharma Plc(HZNP-US) Schedules Jefferies Global Health Care Conference for 2-June-2014 3:30 PM ET,FCSTEV
05/27/14,Horizon Pharma to Present at the Jefferies 2014 Global Healthcare Conference,INW
05/23/14,Horizon Pharma Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),INW
05/09/14,Horizon Pharma Reports First Quarter 2014 Financial Results Exceeding Expectations and Raises 2014 Full-Year Guidance,INW
04/25/14,Horizon Pharma Plc(HZNP-US) Schedules Q1 2014 Earnings Release for 9-May-2014 Before Market Open ET,FCSTEV
04/25/14,Horizon Pharma Plc(HZNP-US) Schedules Q1 2014 Earnings Call for 9-May-2014 8:00 AM ET,FCSTEV
04/25/14,"Horizon Pharma to Host Conference Call and Webcast to Discuss First Quarter 2014 Financial Results on May 9, 2014",INW
04/23/14,Horizon Pharma Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),INW
